address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Крылатское;Рублевское ш.;д.70к6,район Крылатское,Рублевское ш.,д.70к6,"55.770775,37.376626",52.9,8802560,166400
Москва;район Раменки;Мичуринский просп.;д.29К1,район Раменки,Мичуринский просп.,д.29К1,"55.693206,37.503648",38.0,8890000,233947
Москва;район Тимирязевский;Тимирязевская ул.;д.18К2,район Тимирязевский,Тимирязевская ул.,д.18К2,"55.816222,37.565587",31.0,8800000,283870
Москва;район Люблино;просп. 40 лет Октября;д.36,район Люблино,просп. 40 лет Октября,д.36,"55.673621,37.745466",44.1,8950000,202947
Москва;район Таганский;Нижегородская ул.;д.9А,район Таганский,Нижегородская ул.,д.9А,"55.738743,37.682916",31.0,8980000,289677
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",35.0,9050000,258571
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",46.1,9092928,197371
Москва;район Аэропорт;3-й Балтийский пер.;д.4К2,район Аэропорт,3-й Балтийский пер.,д.4К2,"55.811371,37.527337",35.0,9180000,262285
Москва;район Раменки;ул. Лобачевского;д.118к5,район Раменки,ул. Лобачевского,д.118к5,"55.693206,37.470383",46.2,9243800,200082
Москва;район Раменки;ул. Лобачевского;д.118к4,район Раменки,ул. Лобачевского,д.118к4,"55.693292,37.471524",40.9,9300000,227383
Москва;район Тропарево-Никулино;Озерная ул.;д.35,район Тропарево-Никулино,Озерная ул.,д.35,"55.669224,37.448339",39.0,9400000,241025
Москва;Внуковское поселение;район Внуковское;ул. Бориса Пастернака;д.17,район Внуковское,ул. Бориса Пастернака,д.17,"55.638572,37.325593",38.0,9400000,247368
Москва;район Останкинский;2-я Останкинская ул.;д.4,район Останкинский,2-я Останкинская ул.,д.4,"55.825406,37.624184",38.0,9500000,250000
Москва;район Черемушки;Перекопская ул.;д.34к3,район Черемушки,Перекопская ул.,д.34к3,"55.663324,37.566925",36.9,9700000,262872
Москва;район Тропарево-Никулино;Озерная ул.;д.35,район Тропарево-Никулино,Озерная ул.,д.35,"55.669224,37.448339",44.0,9800000,222727
Москва;Московский поселение;район Московский;ул. Татьянин Парк;д.16к2,район Московский,ул. Татьянин Парк,д.16к2,"55.654726,37.426941",46.0,9850000,214130
Москва;район Солнцево;Боровское ш.;д.2Ак4,район Солнцево,Боровское ш.,д.2Ак4,"55.661262,37.410142",46.9,10000000,213219
Москва;район Пресненский;ул. Заморенова;д.9С2,район Пресненский,ул. Заморенова,д.9С2,"55.759461,37.572675",29.0,10000000,344827
Москва;Московский поселение;район Московский;ул. Зеленая Горка;д.1к2,район Московский,ул. Зеленая Горка,д.1к2,"55.653929,37.423159",46.2,10200000,220779
Москва;район Пресненский;ул. Трехгорный Вал;д.5,район Пресненский,ул. Трехгорный Вал,д.5,"55.758357,37.559415",36.0,10500000,291666
Москва;район Щукино;ул. Ирины Левченко;д.1,район Щукино,ул. Ирины Левченко,д.1,"55.789289,37.491126",35.4,10499000,296581
Москва;район Хорошево-Мневники;ул. Маршала Тухачевского;д.33,район Хорошево-Мневники,ул. Маршала Тухачевского,д.33,"55.783377,37.474480",38.2,10500000,274869
Москва;район Басманный;Нижняя Красносельская ул.;д.35С1,район Басманный,Нижняя Красносельская ул.,д.35С1,"55.776294,37.672163",38.1,10600723,278234
Москва;район Пресненский;Ходынская ул.;д.2С1,район Пресненский,Ходынская ул.,д.2С1,"55.770304,37.564608",43.0,10700000,248837
Москва;район Хамовники;Комсомольский просп.;д.19,район Хамовники,Комсомольский просп.,д.19,"55.728859,37.585538",30.0,11000000,366666
