address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",70.4,38000000,539466
Москва;район Покровское-Стрешнево;Ленинградское ш.;д.23к1,район Покровское-Стрешнево,Ленинградское ш.,д.23к1,"55.824693,37.484424",78.6,43950000,559160
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",62.0,45500000,733870
Москва;район Хамовники;Погодинская ул.;д.4,район Хамовники,Погодинская ул.,д.4,"55.734973,37.571013",63.0,46000000,730158
Москва;пос. Рогово;район Роговское,unknown,unknown,unknown,"55.214292,37.071339",38.0,2350000,61842
Москва;Филимонковское поселение;район Филимонковское;Цветочные Поляны ЖК,Филимонковское поселение,район Филимонковское,Цветочные Поляны ЖК,"55.557750,37.310308",22.0,2450000,111363
Москва;Филимонковское поселение;район Филимонковское;Цветочные Поляны ЖК,Филимонковское поселение,район Филимонковское,Цветочные Поляны ЖК,"55.557750,37.310308",31.0,2750000,88709
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",17.4,3079800,177000
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",22.5,3112000,138557
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к10,район Десёновское,Кленовые Аллеи ЖК,д.к10,"55.508870,37.342391",22.4,3100000,138269
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к9,район Десёновское,Кленовые Аллеи ЖК,д.к9,"55.509352,37.345400",29.9,3184000,106559
Москва;район Останкинский;Березовая аллея;д.19Ас1,район Останкинский,Березовая аллея,д.19Ас1,"55.850929,37.623027",24.0,3300000,137500
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",29.2,3319000,113664
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК;д.к9,район Десёновское,Кленовые Аллеи ЖК,д.к9,"55.508952,37.343389",23.4,3314000,141805
Москва;район Таганский;Нижегородская ул.;д.32С3,район Таганский,Нижегородская ул.,д.32С3,"55.736995,37.690489",14.1,3575224,252844
Москва;Десеновское поселение;пос. Ватутинки;район Десёновское;ул. 4-я Ватутинская;д.вл6,район Десёновское,ул. 4-я Ватутинская,д.вл6,"55.508305,37.334441",35.0,3600000,102857
Москва;Десеновское поселение;район Десёновское;Кленовые Аллеи ЖК,Десеновское поселение,район Десёновское,Кленовые Аллеи ЖК,"55.508870,37.342391",34.9,3700000,106077
Москва;район Лосиноостровский;Тайнинская ул.;д.11,район Лосиноостровский,Тайнинская ул.,д.11,"55.883376,37.682214",43.6,3830480,87935
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882793,37.682880",28.0,3830000,136785
Москва;Краснопахорское поселение;с. Былово;район Краснопахорское;д.5,с. Былово,район Краснопахорское,д.5,"55.447622,37.244969",34.5,3850000,111594
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,район Сосенское,Южное Бунино ЖК,"55.541750,37.457231",36.0,3935000,109305
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК;д.к2,район Сосенское,Южное Бунино ЖК,д.к2,"55.540272,37.453774",35.2,3930000,111647
Москва;район Ярославский;Лосиноостровская ул.;д.45С20,район Ярославский,Лосиноостровская ул.,д.45С20,"55.849389,37.717015",35.4,3964000,111977
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,район Сосенское,Южное Бунино ЖК,"55.541750,37.457231",35.3,3955000,112039
Москва;район Бирюлево Восточное;6-я Радиальная ул.;д.вл7к28,район Бирюлево Восточное,6-я Радиальная ул.,д.вл7к28,"55.603873,37.651035",39.9,4000000,100175
