address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",155.0,70897950,457406
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",192.0,140000000,729166
Москва;район Тверской;2-й Щемиловский пер.;д.5а,район Тверской,2-й Щемиловский пер.,д.5а,"55.778801,37.608742",204.5,69322440,338985
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",154.0,84500000,548701
Москва;район Тверской;2-й Щемиловский пер.;д.5а,район Тверской,2-й Щемиловский пер.,д.5а,"55.778801,37.608742",168.9,90475237,535673
Москва;район Замоскворечье;ул. Малая Ордынка;д.19,район Замоскворечье,ул. Малая Ордынка,д.19,"55.736909,37.625990",130.2,104192000,800245
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",155.0,125000000,806451
Москва;район Тверской;ул. Фадеева;д.4А,район Тверской,ул. Фадеева,д.4А,"55.774867,37.601609",169.0,159000000,940828
Москва;район Тверской;ул. Фадеева;д.4А,район Тверской,ул. Фадеева,д.4А,"55.774867,37.601609",169.0,159000000,940828
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",206.0,170000000,825242
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",183.0,182759160,998683
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",207.0,189061200,913339
Москва;район Пресненский;Леонтьевский пер.;д.8С1,район Пресненский,Леонтьевский пер.,д.8С1,"55.759091,37.603235",220.0,201665280,916660
Москва;район Арбат;Большой Афанасьевский пер.;д.28,район Арбат,Большой Афанасьевский пер.,д.28,"55.749603,37.597872",208.0,299346900,1439167
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к2,район Хорошевский,ул. Авиаконструктора Сухого,д.2к2,"55.786217,37.542231",136.0,39000000,286764
Москва;район Богородское;1-я Мясниковская ул.;д.2,район Богородское,1-я Мясниковская ул.,д.2,"55.816480,37.702158",127.6,26133000,204804
Москва;район Богородское;1-я Мясниковская ул.;д.2,район Богородское,1-я Мясниковская ул.,д.2,"55.816480,37.702158",133.0,28376000,213353
Москва;район Щукино;Авиационная ул.;д.77к2,район Щукино,Авиационная ул.,д.77к2,"55.809348,37.450863",129.8,29041000,223736
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к2,район Хорошево-Мневники,Шелепихинская наб.,д.34к2,"55.762789,37.508984",121.2,35420000,292244
Москва;район Тимирязевский;Дмитровское ш.;д.13А,район Тимирязевский,Дмитровское ш.,д.13А,"55.818397,37.573537",127.1,37912000,298284
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к2,район Хорошево-Мневники,Шелепихинская наб.,д.34к2,"55.762789,37.508984",138.5,40472000,292216
Москва;район Преображенское;Преображенская ул.;д.2К1,район Преображенское,Преображенская ул.,д.2К1,"55.794922,37.706739",227.0,58000000,255506
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",135.7,67265000,495689
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",147.0,68547000,466306
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",200.0,95000000,475000
