address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Хамовники;2-й Зачатьевский пер.;д.11,район Хамовники,2-й Зачатьевский пер.,д.11,"55.740000,37.601403",120.0,103983660,866530
Москва;район Арбат;Поварская ул.;д.23А,район Арбат,Поварская ул.,д.23А,"55.755236,37.588790",216.7,103983660,479850
Москва;район Красносельский;пер. Даев;д.33,район Красносельский,пер. Даев,д.33,"55.769484,37.639994",166.0,104000000,626506
Москва;район Раменки;Минская ул.;д.1А,район Раменки,Минская ул.,д.1А,"55.718872,37.499893",285.0,105000000,368421
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",135.6,105537743,778301
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",135.6,110000000,811209
Москва;район Замоскворечье;Большая Татарская ул.;д.7к1,район Замоскворечье,Большая Татарская ул.,д.7к1,"55.742205,37.633760",132.0,110000000,833333
Москва;район Замоскворечье;Большая Татарская ул.;д.7к1,район Замоскворечье,Большая Татарская ул.,д.7к1,"55.742205,37.633760",135.0,110000000,814814
Москва;район Пресненский;Тверской бул.;д.16С5,район Пресненский,Тверской бул.,д.16С5,"55.759876,37.602292",145.0,110000000,758620
Москва;район Арбат;1-й Смоленский пер.;д.21,район Арбат,1-й Смоленский пер.,д.21,"55.749334,37.579178",111.0,111000000,1000000
Москва;район Арбат;1-й Смоленский пер.;д.21,район Арбат,1-й Смоленский пер.,д.21,"55.749334,37.579178",111.0,111000000,1000000
Москва;район Тверской;Весковский пер.;д.3,район Тверской,Весковский пер.,д.3,"55.778796,37.598825",122.0,112000000,918032
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",390.0,113436720,290863
Москва;район Тверской;2-й Самотечный пер.;д.1,район Тверской,2-й Самотечный пер.,д.1,"55.777454,37.616171",91.4,117500000,1285557
Москва;район Хамовники;ул. Льва Толстого;д.23к1,район Хамовники,ул. Льва Толстого,д.23к1,"55.735941,37.583598",153.0,118000000,771241
Москва;район Арбат;Филипповский пер.;д.8С1,район Арбат,Филипповский пер.,д.8С1,"55.748579,37.598555",130.0,120000000,923076
Москва;район Арбат;1-й Смоленский пер.;д.21,район Арбат,1-й Смоленский пер.,д.21,"55.749334,37.579178",145.0,129822024,895324
Москва;район Хамовники;Пречистенская наб.;д.17-19,район Хамовники,Пречистенская наб.,д.17-19,"55.739732,37.605508",119.0,132342840,1112124
Москва;район Хамовники;Пречистенская наб.;д.17-19,район Хамовники,Пречистенская наб.,д.17-19,"55.739732,37.605508",120.0,132342840,1102857
Москва;район Хамовники;Пречистенская наб.;д.17-19,район Хамовники,Пречистенская наб.,д.17-19,"55.739732,37.605508",120.0,132342840,1102857
Москва;район Замоскворечье;Большая Татарская ул.;д.7к1,район Замоскворечье,Большая Татарская ул.,д.7к1,"55.742205,37.633760",150.0,138000000,920000
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",143.0,138644880,969544
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",225.0,141795900,630204
Москва;район Хамовники;Еропкинский пер.;д.16/23,район Хамовники,Еропкинский пер.,д.16/23,"55.740451,37.592716",172.0,145000000,843023
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",130.9,163940659,1252220
