address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Пресненский;ул. Климашкина;д.17С2,район Пресненский,ул. Климашкина,д.17С2,"55.767149,37.568066",168.8,79000000,468009
Москва;район Пресненский;наб. Пресненская;д.12,район Пресненский,наб. Пресненская,д.12,"55.749511,37.537083",221.0,84000000,380090
Москва;район Раменки;Ломоносовский просп.;д.25к2,район Раменки,Ломоносовский просп.,д.25к2,"55.695195,37.530229",192.0,84900000,442187
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",156.0,93456102,599077
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к1,район Очаково-Матвеевское,Нежинская ул.,д.1к1,"55.718973,37.478908",176.0,94530600,537105
Москва;район Хамовники;ул. Ефремова;д.10С2,район Хамовники,ул. Ефремова,д.10С2,"55.726325,37.576214",115.0,119900000,1042608
Москва;район Пресненский;ул. Климашкина;д.17С2,район Пресненский,ул. Климашкина,д.17С2,"55.767149,37.568066",238.2,189000000,793450
Москва;район Пресненский;1-й Красногвардейский проезд;д.21с1,район Пресненский,1-й Красногвардейский проезд,д.21с1,"55.750028,37.534397",300.0,352410076,1174700
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",111.0,20908700,188366
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",111.0,20908700,188366
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",144.7,26700000,184519
Москва;район Можайский;Гвардейская ул.;д.11К2,район Можайский,Гвардейская ул.,д.11К2,"55.723993,37.421767",150.0,34900000,232666
Москва;район Тверской;1-я Тверская-Ямская ул.;д.36С1,район Тверской,1-я Тверская-Ямская ул.,д.36С1,"55.776183,37.586095",103.9,34900000,335899
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",148.0,35250000,238175
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",135.0,35600000,263703
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",129.1,37900000,293570
Москва;район Арбат;ул. Арбат;д.51С1,район Арбат,ул. Арбат,д.51С1,"55.747540,37.586661",116.0,39000000,336206
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",136.0,39000000,286764
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",126.0,39900000,316666
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",173.0,41000000,236994
Москва;район Щукино;ул. Маршала Соколовского;д.5,район Щукино,ул. Маршала Соколовского,д.5,"55.792766,37.487856",123.0,43000000,349593
Москва;район Щукино;ул. Маршала Бирюзова;д.31,район Щукино,ул. Маршала Бирюзова,д.31,"55.796526,37.486859",155.0,43900000,283225
Москва;район Красносельский;Милютинский пер.;д.3,район Красносельский,Милютинский пер.,д.3,"55.761573,37.631469",103.0,45000000,436893
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",179.8,45000000,250278
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",140.0,47000000,335714
