address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",81.9,37500000,457651
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",63.5,45000000,708661
Москва;район Пресненский;ул. Сергея Макеева;д.9к1,район Пресненский,ул. Сергея Макеева,д.9к1,"55.760915,37.550208",93.0,49000000,526881
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",110.0,50000000,454545
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",101.7,55000000,540806
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к5,район Тропарево-Никулино,просп. Вернадского,д.94к5,"55.652197,37.473042",100.0,60000000,600000
Москва;район Пресненский;Большая Грузинская ул.;д.37,район Пресненский,Большая Грузинская ул.,д.37,"55.768972,37.580104",126.9,69000000,543735
Москва;район Хамовники;ул. Усачева;д.2С3,район Хамовники,ул. Усачева,д.2С3,"55.730426,37.574067",105.0,110000000,1047619
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,район Новофёдоровское,Борисоглебское ЖК,"55.487752,36.921827",51.1,3253000,63659
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК;Кленовый кв-л,район Новофёдоровское,Борисоглебское ЖК,Кленовый кв-л,"55.499532,36.921049",51.1,3286000,64305
Москва;Филимонковское поселение;район Филимонковское;ул. Харлампиева;д.48к1,район Филимонковское,ул. Харлампиева,д.48к1,"55.549786,37.312999",52.0,4675000,89903
Москва;Марушкинское поселение;пос. Совхоза Крекшино;район Марушкинское;ул. Южная;д.11,район Марушкинское,ул. Южная,д.11,"55.589478,37.113411",43.6,5200000,119266
Москва;Щербинка;район Щербинка;ул. Театральная;д.12,район Щербинка,ул. Театральная,д.12,"55.503793,37.565084",42.9,5600000,130536
Москва;пос. Подсобного хозяйства Воскресенское;район Воскресенское;д.12А,пос. Подсобного хозяйства Воскресенское,район Воскресенское,д.12А,"55.523295,37.444772",39.0,5800000,148717
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",35.5,5857500,165000
Москва;Филимонковское поселение;район Филимонковское;Благодать кп;ул. Генерала Трошева;д.30,Благодать кп,ул. Генерала Трошева,д.30,"55.565656,37.342023",70.0,6100000,87142
Москва;Московский;район 1-й;1-й мкр;д.23,район 1-й,1-й мкр,д.23,"55.603578,37.353935",43.0,6300000,146511
Москва;Щербинка;район Щербинка;ул. Космонавтов;д.12,район Щербинка,ул. Космонавтов,д.12,"55.515125,37.535457",53.8,6300000,117100
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",37.7,6409000,170000
Москва;район Выхино-Жулебино;Рязанский просп.;д.82К1,район Выхино-Жулебино,Рязанский просп.,д.82К1,"55.708785,37.826754",45.0,6750000,150000
Москва;район Западное Дегунино;Базовская ул.;д.4К1,район Западное Дегунино,Базовская ул.,д.4К1,"55.874546,37.507376",45.0,6900000,153333
Москва;пос. Коммунарка;район Сосенское;д.108,пос. Коммунарка,район Сосенское,д.108,"55.561645,37.473438",40.0,6900000,172500
Москва;район Дмитровский;Яхромская ул.;д.3К3,район Дмитровский,Яхромская ул.,д.3К3,"55.883308,37.538161",46.6,6990000,150000
Москва;район Выхино-Жулебино;Ферганский проезд;д.3К2,район Выхино-Жулебино,Ферганский проезд,д.3К2,"55.696499,37.825514",45.0,6950000,154444
Москва;район Москворечье-Сабурово;Каширское ш.;д.40,район Москворечье-Сабурово,Каширское ш.,д.40,"55.648921,37.661132",36.5,7000000,191780
