address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Таганский;ул. Рогожский Вал;д.вл12,район Таганский,ул. Рогожский Вал,д.вл12,"55.741140,37.674112",63.4,17078941,269383
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к1,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к1,"55.678707,37.634631",125.6,17200000,136942
Москва;район Можайский;ул. Багрицкого;д.10к4,район Можайский,ул. Багрицкого,д.10к4,"55.723470,37.433184",89.3,17438000,195274
Москва;район Филевский парк;Береговой проезд;д.5к1,район Филевский парк,Береговой проезд,д.5к1,"55.755900,37.506675",81.0,17500000,216049
Москва;район Филевский парк;Большая Филевская ул.;д.4,район Филевский парк,Большая Филевская ул.,д.4,"55.753686,37.513143",63.0,17400000,276190
Москва;район Беговой;Ленинградский просп.;д.вл31,район Беговой,Ленинградский просп.,д.вл31,"55.784977,37.561940",65.0,18000000,276923
Москва;район Аэропорт;ул. Академика Ильюшина;д.4К2,район Аэропорт,ул. Академика Ильюшина,д.4К2,"55.802674,37.540551",80.0,17900000,223750
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к2,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к2,"55.677539,37.634398",127.0,18000000,141732
Москва;район Даниловский;ул. Архитектора Щусева;д.2к1,район Даниловский,ул. Архитектора Щусева,д.2к1,"55.699938,37.635314",91.2,18600000,203947
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",88.0,19000000,215909
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",90.0,19500000,216666
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",86.0,19500000,226744
Москва;район Ховрино;Клинская ул.;д.3К1,район Ховрино,Клинская ул.,д.3К1,"55.864864,37.503891",94.3,19500000,206786
Москва;район Покровское-Стрешнево;Волоколамское ш.;д.71к2,район Покровское-Стрешнево,Волоколамское ш.,д.71к2,"55.821077,37.430462",90.0,19670000,218555
Москва;район Дорогомилово;пл. Победы;д.1Е,район Дорогомилово,пл. Победы,д.1Е,"55.735049,37.522054",83.0,19800000,238554
Москва;район Беговой;Ленинградский просп.;д.вл31,район Беговой,Ленинградский просп.,д.вл31,"55.784977,37.561940",77.3,20236000,261785
Москва;район Аэропорт;Кочновский проезд;д.4к1,район Аэропорт,Кочновский проезд,д.4к1,"55.806646,37.542958",100.0,20200000,202000
Москва;район Хорошево-Мневники;ул. Демьяна Бедного;д.17К1,район Хорошево-Мневники,ул. Демьяна Бедного,д.17К1,"55.778198,37.487011",82.3,20583430,250102
Москва;район Коптево;Большая Академическая ул.;д.49К1,район Коптево,Большая Академическая ул.,д.49К1,"55.836003,37.536365",101.0,21200000,209900
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",144.5,21520324,148929
Москва;район Хорошевский;Хорошевское ш.;д.12к1,район Хорошевский,Хорошевское ш.,д.12к1,"55.774745,37.548609",72.5,21880000,301793
Москва;район Строгино;ул. Твардовского;д.12,район Строгино,ул. Твардовского,д.12,"55.794032,37.397584",85.0,21900000,257647
Москва;район Ломоносовский;ул. Марии Ульяновой;д.8,район Ломоносовский,ул. Марии Ульяновой,д.8,"55.681143,37.526178",95.2,22100000,232142
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",118.0,22319401,189147
Москва;район Пресненский;Садовая-Кудринская ул.;д.23С4,район Пресненский,Садовая-Кудринская ул.,д.23С4,"55.766055,37.588323",75.0,22700000,302666
