address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Раменки;Мосфильмовская ул.;д.70к5,район Раменки,Мосфильмовская ул.,д.70к5,"55.715728,37.508005",143.0,58850000,411538
Москва;район Крылатское;Островной проезд;д.4,район Крылатское,Островной проезд,д.4,"55.758017,37.448986",131.3,59000000,449352
Москва;район Раменки;Ломоносовский просп.;д.25к5,район Раменки,Ломоносовский просп.,д.25к5,"55.692008,37.530939",144.7,60000000,414651
Москва;район Пресненский;Малая Никитская ул.;д.10,район Пресненский,Малая Никитская ул.,д.10,"55.758230,37.594881",110.0,59900000,544545
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к1,район Очаково-Матвеевское,Нежинская ул.,д.1к1,"55.718973,37.478908",115.0,60000000,521739
Москва;район Фили-Давыдково;Давыдковская ул.;д.3,район Фили-Давыдково,Давыдковская ул.,д.3,"55.727460,37.479977",136.0,61000000,448529
Москва;район Красносельский;пер. Даев;д.19,район Красносельский,пер. Даев,д.19,"55.770208,37.638036",117.0,61427238,525019
Москва;район Пресненский;Шмитовский проезд;д.16С2,район Пресненский,Шмитовский проезд,д.16С2,"55.758073,37.547144",134.0,63020400,470301
Москва;район Дорогомилово;Большая Дорогомиловская ул.;д.4,район Дорогомилово,Большая Дорогомиловская ул.,д.4,"55.745990,37.570680",125.0,63020400,504163
Москва;район Сокольники;Русаковская ул.;д.31,район Сокольники,Русаковская ул.,д.31,"55.788424,37.678541",130.0,64000000,492307
Москва;район Таганский;ул. Талалихина;д.8,район Таганский,ул. Талалихина,д.8,"55.736143,37.676286",130.0,65000000,500000
Москва;район Раменки;Ломоносовский просп.;д.25к2,район Раменки,Ломоносовский просп.,д.25к2,"55.695195,37.530229",140.0,65000000,464285
Москва;район Якиманка;2-й Казачий пер.;д.4С1,район Якиманка,2-й Казачий пер.,д.4С1,"55.733964,37.620905",70.1,64900000,925820
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",150.0,65000000,433333
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",100.8,65500000,649801
Москва;район Хамовники;Комсомольский просп.;д.42С2,район Хамовники,Комсомольский просп.,д.42С2,"55.721731,37.572899",104.0,66171420,636263
Москва;район Хамовники;ул. Ефремова;д.10с1к4/3,район Хамовники,ул. Ефремова,д.10с1к4/3,"55.725164,37.574525",83.0,66500000,801204
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",83.0,66500000,801204
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",129.0,68000000,527131
Москва;район Раменки;Воробьевское ш.;д.4,район Раменки,Воробьевское ш.,д.4,"55.727693,37.535359",125.0,68250000,546000
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",129.0,68000000,527131
Москва;район Фили-Давыдково;Давыдковская ул.;д.3,район Фили-Давыдково,Давыдковская ул.,д.3,"55.727460,37.479977",198.0,68000000,343434
Москва;район Тверской;Большая Грузинская ул.;д.69,район Тверской,Большая Грузинская ул.,д.69,"55.773975,37.586086",111.0,69322440,624526
Москва;район Якиманка;Погорельский пер.;д.6,район Якиманка,Погорельский пер.,д.6,"55.732839,37.622306",98.4,69322440,704496
Москва;район Арбат;Борисоглебский пер.;д.8С1,район Арбат,Борисоглебский пер.,д.8С1,"55.754345,37.590237",116.0,70000000,603448
