address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к13,Люберецкие Поля мкр,13-й кв-л,д.к13,"55.703413,37.943616",35.5,4748110,133749
Москва;район Таганский;Нижегородская ул.;д.32С3,район Таганский,Нижегородская ул.,д.32С3,"55.736995,37.690489",20.6,4748526,230064
Москва;Сосенское поселение;район Сосенское;ул. Василия Ощепкова;д.4,район Сосенское,ул. Василия Ощепкова,д.4,"55.554236,37.465838",25.4,4750000,187007
Москва;район Богородское;Тюменский проезд;д.3С9,район Богородское,Тюменский проезд,д.3С9,"55.812435,37.740687",21.7,4797782,220892
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к5,район Рязановское,Остафьево ЖК,д.к5,"55.500392,37.521677",36.3,4762729,131276
Москва;район Московский;Родниковая ул.,unknown,unknown,unknown,"55.632625,37.415342",34.6,4772500,137933
Москва;район Бирюлево Восточное;Бирюлевская ул.;д.11К2,район Бирюлево Восточное,Бирюлевская ул.,д.11К2,"55.597749,37.664950",31.0,4750000,153225
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,район Сосенское,Южное Бунино ЖК,"55.541306,37.455044",35.8,4775000,133417
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к3,район Рязановское,Остафьево ЖК,д.к3,"55.500626,37.519074",37.6,4827953,128573
Москва;Сосенское поселение;район Сосенское;ул. Александры Монаховой;д.96к1,район Сосенское,ул. Александры Монаховой,д.96к1,"55.546878,37.480040",36.3,4817010,132700
Москва;район Некрасовка;Люберецкие Поля мкр;12-й кв-л;д.к9,Люберецкие Поля мкр,12-й кв-л,д.к9,"55.707325,37.935063",38.4,4800000,125000
Москва;район Бирюлево Западное;Булатниковская ул.;д.5К5,район Бирюлево Западное,Булатниковская ул.,д.5К5,"55.578177,37.653191",32.0,4830000,150937
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882793,37.682880",38.8,4827000,124407
Москва;Зеленоград;район Крюково;просп. Георгиевский;д.37к1,район Крюково,просп. Георгиевский,д.37к1,"55.964271,37.151506",36.3,4882350,134500
Москва;район Гольяново;Амурская ул.;д.вл3,район Гольяново,Амурская ул.,д.вл3,"55.809367,37.759561",38.8,4885609,125917
Москва;район Ростокино;ул. 1-я Леонова,unknown,unknown,unknown,"55.845192,37.639211",27.0,4850000,179629
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к3,район Рязановское,Остафьево ЖК,д.к3,"55.500626,37.519074",36.4,4937348,135715
Москва;Рязановское поселение;с. Остафьево;район Рязановское;Остафьево ЖК;д.к4,район Рязановское,Остафьево ЖК,д.к4,"55.499520,37.519629",38.3,4956145,129301
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к6Б,Люберецкие Поля мкр,13-й кв-л,д.к6Б,"55.703202,37.950547",37.2,4954000,133172
Москва;район Лосиноостровский;Нормандия ЖК,unknown,unknown,unknown,"55.882793,37.682880",35.5,5008000,141070
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.5к1",район Московский,"Киевское шоссе, 23-й км",д.5к1,"55.612746,37.411553",33.8,5137600,152000
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к16,Люберецкие Поля мкр,13-й кв-л,д.к16,"55.703309,37.937965",35.5,5110005,143943
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к16,Люберецкие Поля мкр,13-й кв-л,д.к16,"55.704886,37.945287",35.5,5110375,143954
Москва;район Московский;Родниковая ул.,unknown,unknown,unknown,"55.632625,37.415342",37.0,5138300,138872
Москва;район Измайлово;9-я Парковая ул.;д.54К1,район Измайлово,9-я Парковая ул.,д.54К1,"55.801951,37.799526",30.0,5100000,170000
