address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Чертаново Северное;Кировоградская ул.;д.4К3,район Чертаново Северное,Кировоградская ул.,д.4К3,"55.631046,37.608607",33.0,6000000,181818
Москва;район Нагатино-Садовники;ул. Академика Миллионщикова;д.13К2,район Нагатино-Садовники,ул. Академика Миллионщикова,д.13К2,"55.670102,37.651672",32.9,6095000,185258
Москва;район Рязанский;Рязанский просп.;д.49К1,район Рязанский,Рязанский просп.,д.49К1,"55.725412,37.764537",30.0,6100000,203333
Москва;район Некрасовка;ул. Липчанского;д.6,район Некрасовка,ул. Липчанского,д.6,"55.704331,37.937498",37.8,6150000,162698
Москва;Московский;район Первый Московский Город-Парк;ул. Бианки;д.4К1,район Первый Московский Город-Парк,ул. Бианки,д.4К1,"55.602963,37.360304",38.0,6150000,161842
Москва;район Некрасовка;ул. Недорубова;д.18к3,район Некрасовка,ул. Недорубова,д.18к3,"55.701572,37.937247",32.0,6200000,193750
Москва;район Митино;Муравская ул.;д.38к2,район Митино,Муравская ул.,д.38к2,"55.862681,37.372440",40.0,6250000,156250
Москва;район Ясенево;ул. Рокотова;д.7К2,район Ясенево,ул. Рокотова,д.7К2,"55.609482,37.549768",32.4,6200000,191358
Москва;район Южное Бутово;Изюмская ул.;д.22,район Южное Бутово,Изюмская ул.,д.22,"55.552581,37.558364",38.9,6200000,159383
Москва;Сосенское поселение;район Сосенское;ул. Николо-Хованская;д.20,район Сосенское,ул. Николо-Хованская,д.20,"55.588506,37.455714",34.0,6250000,183823
Москва;Московский;район Первый Московский Город-Парк;ул. Бианки;д.9,район Первый Московский Город-Парк,ул. Бианки,д.9,"55.603141,37.365182",39.0,6350000,162820
Москва;район Братеево;ул. Борисовские Пруды;д.34К1,район Братеево,ул. Борисовские Пруды,д.34К1,"55.641854,37.763827",37.0,6500000,175675
Москва;район Некрасовка;Рождественская ул.;д.25,район Некрасовка,Рождественская ул.,д.25,"55.706721,37.922425",38.1,6520000,171128
Москва;район Бибирево;ул. Корнейчука;д.54А,район Бибирево,ул. Корнейчука,д.54А,"55.894399,37.626205",36.2,6500000,179558
Москва;район Косино-Ухтомский;ул. Рудневка;д.35,район Косино-Ухтомский,ул. Рудневка,д.35,"55.717812,37.891307",38.0,6550000,172368
Москва;район Дмитровский;Дмитровское ш.;д.107к3Б,район Дмитровский,Дмитровское ш.,д.107к3Б,"55.879622,37.542689",36.0,6550000,181944
Москва;район Теплый Стан;Профсоюзная ул.;д.вл128к2,район Теплый Стан,Профсоюзная ул.,д.вл128к2,"55.630090,37.514473",27.1,6585000,242988
Москва;район Выхино-Жулебино;ул. Хлобыстова;д.14К2,район Выхино-Жулебино,ул. Хлобыстова,д.14К2,"55.718167,37.805698",36.4,6600000,181318
Москва;район Косино-Ухтомский;Святоозерская ул.;д.14,район Косино-Ухтомский,Святоозерская ул.,д.14,"55.713365,37.887570",38.2,6600000,172774
Москва;район Солнцево;Производственная ул.;д.10к2,район Солнцево,Производственная ул.,д.10к2,"55.644694,37.386103",34.6,6600000,190751
Москва;Внуковское поселение;район Внуковское;ул. Самуила Маршака;д.4,район Внуковское,ул. Самуила Маршака,д.4,"55.642103,37.328800",38.0,6700000,176315
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",39.0,6720000,172307
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",34.3,6702631,195411
Москва;район Можайский;ул. Кубинка;д.15К2,район Можайский,ул. Кубинка,д.15К2,"55.724023,37.404609",32.2,6700000,208074
Москва;район Солнцево;ул. Богданова;д.58,район Солнцево,ул. Богданова,д.58,"55.648087,37.391664",35.0,6800000,194285
