address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Басманный;Старая Басманная ул.;д.33,район Басманный,Старая Басманная ул.,д.33,"55.768729,37.667519",236.4,30900000,130710
Москва;район Хорошевский;Хорошевское ш.;д.16к2,район Хорошевский,Хорошевское ш.,д.16к2,"55.774254,37.546525",105.0,31500000,300000
Москва;район Дорогомилово;Кутузовский просп.;д.43,район Дорогомилово,Кутузовский просп.,д.43,"55.738145,37.528981",106.0,31500000,297169
Москва;район Строгино;ул. Твардовского;д.12к3,район Строгино,ул. Твардовского,д.12к3,"55.793242,37.401042",110.0,31500000,286363
Москва;район Тропарево-Никулино;просп. Вернадского;д.105к4,район Тропарево-Никулино,просп. Вернадского,д.105к4,"55.663527,37.486850",117.0,31650000,270512
Москва;район Измайлово;Первомайская ул.;д.42к1,район Измайлово,Первомайская ул.,д.42к1,"55.791618,37.786339",114.3,32000000,279965
Москва;район Раменки;Ломоносовский просп.;д.29к3,район Раменки,Ломоносовский просп.,д.29к3,"55.704473,37.514922",75.0,32000000,426666
Москва;район Пресненский;пер. Красина;д.16С1,район Пресненский,пер. Красина,д.16С1,"55.767944,37.582781",86.0,32500000,377906
Москва;район Замоскворечье;Новокузнецкая ул.;д.4/12С1,район Замоскворечье,Новокузнецкая ул.,д.4/12С1,"55.739103,37.629340",93.2,32500000,348712
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",88.0,32300000,367045
Москва;район Замоскворечье;Новокузнецкая ул.;д.4/12С1,район Замоскворечье,Новокузнецкая ул.,д.4/12С1,"55.739103,37.629340",92.0,33000000,358695
Москва;район Ломоносовский;ул. Вавилова;д.69А,район Ломоносовский,ул. Вавилова,д.69А,"55.681047,37.551088",104.6,32969920,315260
Москва;район Измайлово;Первомайская ул.;д.42,район Измайлово,Первомайская ул.,д.42,"55.792265,37.787111",103.0,33000000,320388
Москва;район Сокольники;проезд Попов;д.4,район Сокольники,проезд Попов,д.4,"55.784066,37.697469",80.0,33300000,416250
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",118.0,33900000,287288
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",118.0,33900000,287288
Москва;район Раменки;Мосфильмовская ул.;д.88к4с3,район Раменки,Мосфильмовская ул.,д.88к4с3,"55.703454,37.489509",87.0,34000000,390804
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к1,район Хорошево-Мневники,Шелепихинская наб.,д.34к1,"55.761320,37.512505",111.0,34000000,306306
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",145.0,34450000,237586
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",113.4,34999999,308641
Москва;район Тропарево-Никулино;просп. Вернадского;д.92,район Тропарево-Никулино,просп. Вернадского,д.92,"55.655163,37.473150",120.0,35000000,291666
Москва;район Тропарево-Никулино;просп. Вернадского;д.92,район Тропарево-Никулино,просп. Вернадского,д.92,"55.655163,37.473150",120.0,35000000,291666
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",120.0,35300000,294166
Москва;район Раменки;Мосфильмовская ул.;д.88к2с7,район Раменки,Мосфильмовская ул.,д.88к2с7,"55.705062,37.495518",80.0,35500000,443750
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",155.0,35500000,229032
