address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Черемушки;Севастопольский просп.;д.28к3,район Черемушки,Севастопольский просп.,д.28к3,"55.663913,37.576178",114.5,30700000,268122
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",118.0,32500000,275423
Москва;район Щукино;ул. Маршала Бирюзова;д.32К1,район Щукино,ул. Маршала Бирюзова,д.32К1,"55.798905,37.484244",145.0,33200000,228965
Москва;район Щукино;Щукинская ул.;д.8к1,район Щукино,Щукинская ул.,д.8к1,"55.808953,37.479205",107.0,33000000,308411
Москва;район Щукино;ул. Маршала Бирюзова;д.32К1,район Щукино,ул. Маршала Бирюзова,д.32К1,"55.798905,37.484244",145.0,33200000,228965
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",173.0,34500000,199421
Москва;район Аэропорт;Ленинградский просп.;д.76К1,район Аэропорт,Ленинградский просп.,д.76К1,"55.806100,37.515569",90.0,34500000,383333
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",115.0,35000000,304347
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",80.0,35500000,443750
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",157.0,35500000,226114
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",121.0,36000000,297520
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к4,район Тропарево-Никулино,просп. Вернадского,д.94к4,"55.652999,37.471740",90.9,36000000,396039
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.59,район Хорошево-Мневники,просп. Маршала Жукова,д.59,"55.777758,37.457987",92.0,36000000,391304
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",130.0,37500000,288461
Москва;район Фили-Давыдково;Давыдковская ул.;д.16,район Фили-Давыдково,Давыдковская ул.,д.16,"55.720986,37.465640",124.0,38000000,306451
Москва;район Басманный;Большой Харитоньевский пер.;д.16-18,район Басманный,Большой Харитоньевский пер.,д.16-18,"55.765205,37.647486",90.0,38500000,427777
Москва;район Хамовники;Комсомольский просп.;д.42С2,район Хамовники,Комсомольский просп.,д.42С2,"55.721731,37.572899",95.0,38800000,408421
Москва;район Даниловский;ул. Серпуховский Вал;д.21к3,район Даниловский,ул. Серпуховский Вал,д.21к3,"55.710038,37.608940",130.0,39500000,303846
Москва;район Раменки;Мосфильмовская ул.;д.70к2,район Раменки,Мосфильмовская ул.,д.70к2,"55.714404,37.505517",110.0,39500000,359090
Москва;район Пресненский;Краснопресненская наб.;д.2/1,район Пресненский,Краснопресненская наб.,д.2/1,"55.754593,37.568920",100.0,40333056,403330
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41000000,315384
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к4,район Очаково-Матвеевское,Нежинская ул.,д.1к4,"55.718248,37.477175",117.0,41950000,358547
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к3,район Тропарево-Никулино,просп. Вернадского,д.94к3,"55.652903,37.473033",98.0,42000000,428571
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41990000,323000
Москва;район Щукино;Авиационная ул.;д.77,район Щукино,Авиационная ул.,д.77,"55.807982,37.450845",130.0,41990000,323000
