address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Лосиноостровский;Стартовая ул.;д.9К1,район Лосиноостровский,Стартовая ул.,д.9К1,"55.886670,37.702176",38.0,6870000,180789
Москва;район Новокосино;Суздальская ул.;д.34К2,район Новокосино,Суздальская ул.,д.34К2,"55.744556,37.868014",39.0,6800000,174358
Москва;район Северное Тушино;Туристская ул.;д.25К4,район Северное Тушино,Туристская ул.,д.25К4,"55.853875,37.416251",33.0,6850000,207575
Москва;район Орехово-Борисово Северное;Борисовский проезд;д.17К1,район Орехово-Борисово Северное,Борисовский проезд,д.17К1,"55.625836,37.727993",40.0,6800000,170000
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.11,район Сосенское,ул. Липовый Парк,д.11,"55.566567,37.485637",48.0,6950000,144791
Москва;район Вешняки;Реутовская ул.;д.10к1,район Вешняки,Реутовская ул.,д.10к1,"55.737882,37.837327",34.8,6970000,200287
Москва;район Марьино;Донецкая ул.;д.30к2,район Марьино,Донецкая ул.,д.30к2,"55.646223,37.705832",44.2,6950000,157239
Москва;район Ховрино;ул. Ляпидевского;д.10,район Ховрино,ул. Ляпидевского,д.10,"55.856654,37.497414",38.0,7000000,184210
Москва;район Лефортово;ул. 2-я Синичкина;д.13,район Лефортово,ул. 2-я Синичкина,д.13,"55.762419,37.713854",35.0,7000000,200000
Москва;Воскресенское поселение;район Воскресенское;проезд Чечерский;д.126,район Воскресенское,проезд Чечерский,д.126,"55.524319,37.514015",40.6,7000000,172413
Москва;район Северный;Дмитровское ш.;д.169К4,район Северный,Дмитровское ш.,д.169К4,"55.931870,37.544602",41.0,7000000,170731
Москва;пос. Коммунарка;район Сосенское;ул. Фитаревская;д.19,район Сосенское,ул. Фитаревская,д.19,"55.565931,37.479376",33.0,7100000,215151
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.14к2",район Московский,"Киевское шоссе, 23-й км",д.14к2,"55.633775,37.416961",38.0,7100000,186842
Москва;район Вешняки;Вешняковская ул.;д.18к1,район Вешняки,Вешняковская ул.,д.18к1,"55.723607,37.824032",35.1,7120000,202849
Москва;район Соколиная гора;ул. 8-я Соколиной Горы;д.24К2,район Соколиная гора,ул. 8-я Соколиной Горы,д.24К2,"55.767858,37.742600",34.7,7150000,206051
Москва;район Марьина роща;Стрелецкая ул.;д.16,район Марьина роща,Стрелецкая ул.,д.16,"55.795909,37.607673",30.8,7200000,233766
Москва;район Северный;Дмитровское ш.;д.169К6,район Северный,Дмитровское ш.,д.169К6,"55.928955,37.540793",41.2,7200000,174757
Москва;район Ховрино;Клинская ул.;д.14к2,район Ховрино,Клинская ул.,д.14к2,"55.869880,37.495177",38.0,7250000,190789
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.5к1,район Сосенское,ул. Липовый Парк,д.5к1,"55.569647,37.491557",43.0,7250000,168604
Москва;Московский;район Град Московский;Град Московский мкр;ул. Радужная;д.8,Град Московский мкр,ул. Радужная,д.8,"55.592103,37.370329",43.0,7300000,169767
Москва;район Фили-Давыдково;ул. Ватутина;д.7К1,район Фили-Давыдково,ул. Ватутина,д.7К1,"55.721584,37.455822",31.0,7370000,237741
Москва;пос. Коммунарка;район Сосенское;ул. Фитаревская;д.15к1,район Сосенское,ул. Фитаревская,д.15к1,"55.567163,37.479313",37.0,7350000,198648
Москва;район Чертаново Южное;Дорожная ул.;д.34К2,район Чертаново Южное,Дорожная ул.,д.34К2,"55.590597,37.612632",37.0,7400000,200000
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.5к1,район Сосенское,ул. Липовый Парк,д.5к1,"55.569647,37.491557",44.0,7450000,169318
Москва;район Теплый Стан;Профсоюзная ул.;д.вл128к2,район Теплый Стан,Профсоюзная ул.,д.вл128к2,"55.630090,37.514473",35.8,7472400,208726
