address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Некрасовка;ул. Вертолетчиков;д.1,район Некрасовка,ул. Вертолетчиков,д.1,"55.700065,37.939735",88.0,9986600,113484
Москва;район Пресненский;Средний Тишинский пер.;д.5/7С1,район Пресненский,Средний Тишинский пер.,д.5/7С1,"55.770041,37.576663",116.7,46680000,400000
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.3,8427510,109023
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",79.3,8644910,109015
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",111.5,32339000,290087
Москва;район Лефортово;ул. Золоторожский Вал;д.11С9,район Лефортово,ул. Золоторожский Вал,д.11С9,"55.754578,37.694953",85.3,19428000,227760
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",105.0,40000000,380952
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",96.0,55000000,572916
Москва;район Якиманка;ул. Большая Якиманка;д.22,район Якиманка,ул. Большая Якиманка,д.22,"55.738216,37.614545",130.0,107000000,823076
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",125.2,149912927,1197387
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",130.0,163853040,1260408
Москва;район Хамовники;пер. Коробейников;д.1,район Хамовники,пер. Коробейников,д.1,"55.737314,37.600891",163.0,283591800,1739826
Москва;район Донской;ул. Орджоникидзе;д.1,район Донской,ул. Орджоникидзе,д.1,"55.710809,37.605023",100.0,38900000,389000
Москва;район Раменки;Мосфильмовская ул.;д.70к1,район Раменки,Мосфильмовская ул.,д.70к1,"55.714876,37.504636",135.0,43800000,324444
Москва;район Бабушкинский;ул. Искры;д.1,район Бабушкинский,ул. Искры,д.1,"55.861585,37.671310",101.0,16800000,166336
Москва;район Пресненский;Большая Садовая ул.;д.3С1,район Пресненский,Большая Садовая ул.,д.3С1,"55.767058,37.591602",77.0,36500000,474025
Москва;район Хорошевский;Ходынский бул.;д.5к4,район Хорошевский,Ходынский бул.,д.5к4,"55.783352,37.533526",106.0,41490000,391415
Москва;район Раменки;Минская ул.;д.2,район Раменки,Минская ул.,д.2,"55.716037,37.503998",121.0,79000000,652892
Москва;район Басманный;Казарменный пер.;д.3,район Басманный,Казарменный пер.,д.3,"55.757212,37.649552",123.9,82000000,661824
Москва;район Хамовники;Трубецкая ул.;д.12,район Хамовники,Трубецкая ул.,д.12,"55.727004,37.574552",99.8,95000000,951903
Москва;район Хамовники;Пречистенская наб.;д.5,район Хамовники,Пречистенская наб.,д.5,"55.736579,37.600846",127.0,119000000,937007
Москва;район Раменки;ул. Лобачевского;д.118к2,район Раменки,ул. Лобачевского,д.118к2,"55.694388,37.470554",102.3,17390000,169990
Москва;район Бибирево;ул. Пришвина;д.7/1,район Бибирево,ул. Пришвина,д.7/1,"55.889760,37.595510",66.0,8900000,134848
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",104.0,49900000,479807
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",188.7,80000000,423953
