address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Савеловский;Полтавская ул.;д.47К1,район Савеловский,Полтавская ул.,д.47К1,"55.799502,37.571758",36.0,7570000,210277
Москва;пос. Коммунарка;район Сосенское;Эдальго мкр;д.7,район Сосенское,Эдальго мкр,д.7,"55.571902,37.485322",42.0,7500000,178571
Москва;район Орехово-Борисово Южное;Каширское ш.;д.65к3,район Орехово-Борисово Южное,Каширское ш.,д.65к3,"55.598858,37.725271",36.0,7500000,208333
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",34.9,7506068,215073
Москва;пос. Коммунарка;район Сосенское;ул. Липовый Парк;д.10к4,район Сосенское,ул. Липовый Парк,д.10к4,"55.569036,37.487263",45.1,7600000,168514
Москва;район Хорошевский;Ходынский бул.;д.22,район Хорошевский,Ходынский бул.,д.22,"55.790787,37.523204",33.0,7700000,233333
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",38.0,7694426,202271
Москва;район Западное Дегунино;ул. Ивана Сусанина;д.6К3,район Западное Дегунино,ул. Ивана Сусанина,д.6К3,"55.867980,37.528046",37.9,7800000,205804
Москва;район Теплый Стан;Профсоюзная ул.;д.вл128к2,район Теплый Стан,Профсоюзная ул.,д.вл128к2,"55.630090,37.514473",39.1,7761000,198491
Москва;Внуковское поселение;район Внуковское;ул. Анны Ахматовой;д.10,район Внуковское,ул. Анны Ахматовой,д.10,"55.636920,37.333292",44.3,7790000,175846
Москва;район Северное Медведково;проезд Шокальского;д.27К2,район Северное Медведково,проезд Шокальского,д.27К2,"55.881056,37.644369",38.0,7989000,210236
Москва;район Басманный;Нижняя Красносельская ул.;д.35С49,район Басманный,Нижняя Красносельская ул.,д.35С49,"55.775545,37.672118",27.9,7990000,286379
Москва;район Филевский парк;Кастанаевская ул.;д.11,район Филевский парк,Кастанаевская ул.,д.11,"55.738561,37.493452",30.8,8000000,259740
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",38.7,8034000,207596
Москва;район Солнцево;Боровское ш.;д.2к5,район Солнцево,Боровское ш.,д.2к5,"55.661831,37.420024",40.1,8200000,204488
Москва;район Теплый Стан;Ленинский просп.;д.125К1,район Теплый Стан,Ленинский просп.,д.125К1,"55.645573,37.479977",33.0,8300000,251515
Москва;район Пресненский;Шмитовский проезд;д.35С1,район Пресненский,Шмитовский проезд,д.35С1,"55.754076,37.534002",34.9,8350000,239255
Москва;район Солнцево;ул. Главмосстроя;д.7,район Солнцево,ул. Главмосстроя,д.7,"55.653888,37.407196",38.6,8400000,217616
Москва;район Басманный;Нижняя Красносельская ул.;д.35С1,район Басманный,Нижняя Красносельская ул.,д.35С1,"55.776294,37.672163",25.5,8456045,331609
Москва;район Коптево;ул. Лихоборские Бугры;д.4к1,район Коптево,ул. Лихоборские Бугры,д.4к1,"55.841807,37.549597",40.0,8400000,210000
Москва;Внуковское поселение;район Внуковское;бул. Андрея Тарковского;д.3,район Внуковское,бул. Андрея Тарковского,д.3,"55.628932,37.341843",42.0,8400000,200000
Москва;район Котловка;Большая Черемушкинская ул.;д.11К3,район Котловка,Большая Черемушкинская ул.,д.11К3,"55.688025,37.596543",34.2,8500000,248538
Москва;пос. Коммунарка;район Сосенское;ул. Александры Монаховой;д.6,район Сосенское,ул. Александры Монаховой,д.6,"55.575480,37.471623",50.0,8600000,172000
Москва;район Котловка;Нагорная ул.;д.7А,район Котловка,Нагорная ул.,д.7А,"55.681158,37.611347",54.0,8700000,161111
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",39.0,8800000,225641
