address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",66.5,9262000,139278
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",76.8,9686000,126119
Москва;район Дмитровский;Дмитровское ш.;д.107к3А,район Дмитровский,Дмитровское ш.,д.107к3А,"55.879349,37.541440",41.0,5986000,146000
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",45.1,6488640,144000
Москва;район Вешняки;Вешняковская ул.;д.18к1,район Вешняки,Вешняковская ул.,д.18к1,"55.723607,37.824032",36.5,7117000,194986
Москва;район Митино;Муравская ул.;д.42к2,район Митино,Муравская ул.,д.42к2,"55.859610,37.372422",40.0,8100000,202500
Москва;район Кунцево;Ярцевская ул.;д.33к2,район Кунцево,Ярцевская ул.,д.33к2,"55.744267,37.415029",41.0,9100000,221951
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",48.1,18000000,374220
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",58.0,20300000,350000
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",44.4,6563800,148000
Москва;район Строгино;ул. Исаковского;д.28К1,район Строгино,ул. Исаковского,д.28К1,"55.807476,37.416889",32.2,6690000,207763
Москва;район Марфино;Гостиничный проезд;д.2,район Марфино,Гостиничный проезд,д.2,"55.841362,37.579322",37.4,6990000,186898
Москва;район Черемушки;ул. Цюрупы;д.16К2,район Черемушки,ул. Цюрупы,д.16К2,"55.668625,37.572378",33.0,7500000,227272
Москва;район Дмитровский;Дмитровское ш.;д.107к2Б,район Дмитровский,Дмитровское ш.,д.107к2Б,"55.880717,37.542141",44.0,8066000,183318
Москва;район Соколиная гора;просп. Буденного;д.51к6,район Соколиная гора,просп. Буденного,д.51к6,"55.758965,37.739141",40.3,9546000,236873
Москва;район Соколиная гора;просп. Буденного;д.51к4,район Соколиная гора,просп. Буденного,д.51к4,"55.759689,37.738477",40.7,9641000,236879
Москва;район Даниловский;ул. Архитектора Щусева;д.2к3,район Даниловский,ул. Архитектора Щусева,д.2к3,"55.700613,37.633634",43.0,10100000,234883
Москва;район Савеловский;4-й Вятский пер.;д.35,район Савеловский,4-й Вятский пер.,д.35,"55.800119,37.571327",44.0,12400000,281818
Москва;район Тверской;2-я Брестская ул.;д.6,район Тверской,2-я Брестская ул.,д.6,"55.770811,37.591189",37.0,16000000,432432
Москва;район Пресненский;2-я Черногрязская ул.;д.6к3,район Пресненский,2-я Черногрязская ул.,д.6к3,"55.762247,37.549040",46.0,18500000,402173
Москва;район Пресненский;2-я Черногрязская ул.;д.6к1,район Пресненский,2-я Черногрязская ул.,д.6к1,"55.761249,37.547153",48.0,25000000,520833
Москва;район Якиманка;3-й Кадашевский пер.;д.7-9С1,район Якиманка,3-й Кадашевский пер.,д.7-9С1,"55.741678,37.623196",68.0,33400000,491176
Москва;район Останкинский;Березовая аллея;д.19Ас1,район Останкинский,Березовая аллея,д.19Ас1,"55.848973,37.620501",24.0,3550000,147916
Москва;район Выхино-Жулебино;Ферганский проезд;д.10К2,район Выхино-Жулебино,Ферганский проезд,д.10К2,"55.696864,37.820160",32.0,5600000,175000
Москва;район Соколиная гора;просп. Буденного;д.51к1,район Соколиная гора,просп. Буденного,д.51к1,"55.760449,37.737767",44.5,6094000,136943
