address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Щукино;ул. Берзарина;д.28Ак3,район Щукино,ул. Берзарина,д.28Ак3,"55.790049,37.475522",50.0,15500000,310000
Москва;район Отрадное;Северный бул.;д.3К1,район Отрадное,Северный бул.,д.3К1,"55.866111,37.604610",64.0,16250000,253906
Москва;район Войковский;ул. Адмирала Макарова;д.6Бк2,район Войковский,ул. Адмирала Макарова,д.6Бк2,"55.836191,37.491512",68.0,16500000,242647
Москва;район Хамовники;Учебный пер.;д.2,район Хамовники,Учебный пер.,д.2,"55.723972,37.558616",57.0,16500000,289473
Москва;район Беговой;Ленинградский просп.;д.29к3,район Беговой,Ленинградский просп.,д.29к3,"55.784303,37.562775",65.0,16800000,258461
Москва;район Бутырский;Новодмитровская ул.;д.2к4,район Бутырский,Новодмитровская ул.,д.2к4,"55.804046,37.590659",70.0,16900000,241428
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",74.5,18800000,252348
Москва;район Якиманка;ул. Большая Полянка;д.1/3,район Якиманка,ул. Большая Полянка,д.1/3,"55.742220,37.616629",52.0,19500000,375000
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",67.0,19500000,291044
Москва;район Войковский;Ленинградское ш.;д.25к3,район Войковский,Ленинградское ш.,д.25к3,"55.828162,37.487874",60.0,19500000,325000
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",78.0,19800000,253846
Москва;район Арбат;Смоленская пл.;д.13/21,район Арбат,Смоленская пл.,д.13/21,"55.749410,37.582125",67.0,20500000,305970
Москва;район Раменки;Мосфильмовская ул.;д.88к2с6,район Раменки,Мосфильмовская ул.,д.88к2с6,"55.705488,37.493308",47.9,21000000,438413
Москва;район Раменки;Мосфильмовская ул.;д.88к2с7,район Раменки,Мосфильмовская ул.,д.88к2с7,"55.705062,37.495518",48.0,21600000,450000
Москва;район Тропарево-Никулино;просп. Вернадского;д.92К1,район Тропарево-Никулино,просп. Вернадского,д.92К1,"55.655209,37.475935",85.5,23000000,269005
Москва;район Коньково;Профсоюзная ул.;д.104,район Коньково,Профсоюзная ул.,д.104,"55.641920,37.523456",82.0,23500000,286585
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",106.0,24350000,229716
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",101.0,24250000,240099
Москва;район Раменки;Мосфильмовская ул.;д.88к2с5,район Раменки,Мосфильмовская ул.,д.88к2с5,"55.704935,37.492105",78.0,26000000,333333
Москва;район Ломоносовский;ул. Архитектора Власова;д.8,район Ломоносовский,ул. Архитектора Власова,д.8,"55.678164,37.548699",90.0,26000000,288888
Москва;район Дорогомилово;Кутузовский просп.;д.26К1,район Дорогомилово,Кутузовский просп.,д.26К1,"55.743325,37.542392",71.0,29700000,418309
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",83.2,33000000,396634
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",82.0,37900000,462195
Москва;район Сокольники;Русаковская ул.;д.31,район Сокольники,Русаковская ул.,д.31,"55.788424,37.678541",109.0,39500000,362385
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",103.0,45000000,436893
