address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Хорошевский;Ходынский бул.;д.19,район Хорошевский,Ходынский бул.,д.19,"55.788581,37.520734",120.0,36000000,300000
Москва;район Тверской;Трехпрудный пер.;д.10/2,район Тверской,Трехпрудный пер.,д.10/2,"55.765407,37.597522",61.5,36000000,585365
Москва;район Тимирязевский;Астрадамский проезд;д.4Ак2,район Тимирязевский,Астрадамский проезд,д.4Ак2,"55.811295,37.561787",125.0,36000000,288000
Москва;район Раменки;Ломоносовский просп.;д.29к1,район Раменки,Ломоносовский просп.,д.29к1,"55.703611,37.516467",100.0,35700000,357000
Москва;район Очаково-Матвеевское;Староволынская ул.;д.12к4,район Очаково-Матвеевское,Староволынская ул.,д.12к4,"55.715525,37.477103",170.0,36500000,214705
Москва;район Строгино;ул. Маршала Катукова;д.24к3,район Строгино,ул. Маршала Катукова,д.24к3,"55.804450,37.413224",110.0,36500000,331818
Москва;район Измайлово;Первомайская ул.;д.42,район Измайлово,Первомайская ул.,д.42,"55.792265,37.787111",144.0,38000000,263888
Москва;район Хорошевский;проезд Березовой Рощи;д.12,район Хорошевский,проезд Березовой Рощи,д.12,"55.791177,37.520411",122.5,37950000,309795
Москва;район Даниловский;ул. Серпуховский Вал;д.21к2,район Даниловский,ул. Серпуховский Вал,д.21к2,"55.710961,37.609227",113.0,38000000,336283
Москва;район Тропарево-Никулино;просп. Вернадского;д.92,район Тропарево-Никулино,просп. Вернадского,д.92,"55.655163,37.473150",95.0,38400000,404210
Москва;район Басманный;Большой Харитоньевский пер.;д.16-18,район Басманный,Большой Харитоньевский пер.,д.16-18,"55.765205,37.647486",90.0,38500000,427777
Москва;район Донской;ул. Орджоникидзе;д.1,район Донской,ул. Орджоникидзе,д.1,"55.710809,37.605023",95.0,38900000,409473
Москва;район Тверской;пер. Брюсов;д.8-10С1,район Тверской,пер. Брюсов,д.8-10С1,"55.759496,37.608868",67.4,38900000,577151
Москва;район Пресненский;ул. Спиридоновка;д.22/2,район Пресненский,ул. Спиридоновка,д.22/2,"55.761492,37.592976",68.0,39000000,573529
Москва;район Раменки;Ломоносовский просп.;д.29к1,район Раменки,Ломоносовский просп.,д.29к1,"55.703611,37.516467",90.0,39000000,433333
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",90.0,38990000,433222
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",101.5,39500000,389162
Москва;район Черемушки;Новочеремушкинская ул.;д.44К3,район Черемушки,Новочеремушкинская ул.,д.44К3,"55.673818,37.565174",136.9,40000000,292184
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",118.0,40000000,338983
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",118.0,40000000,338983
Москва;район Пресненский;Краснопресненская наб.;д.2/1,район Пресненский,Краснопресненская наб.,д.2/1,"55.754593,37.568920",95.0,40963260,431192
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.78,район Хорошево-Мневники,просп. Маршала Жукова,д.78,"55.780846,37.449147",150.0,41000000,273333
Москва;район Раменки;Мичуринский просп.;д.39,район Раменки,Мичуринский просп.,д.39,"55.691871,37.503019",101.7,41500000,408062
Москва;район Пресненский;ул. Сергея Макеева;д.9к3,район Пресненский,ул. Сергея Макеева,д.9к3,"55.762100,37.550064",114.6,41500000,362129
Москва;район Донской;ул. Орджоникидзе;д.1,район Донской,ул. Орджоникидзе,д.1,"55.710809,37.605023",94.0,42000000,446808
