address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Коньково;Профсоюзная ул.;д.104,район Коньково,Профсоюзная ул.,д.104,"55.641920,37.523456",76.0,21500000,282894
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",41.0,22000000,536585
Москва;район Басманный;Нижняя Красносельская ул.;д.35С49,район Басманный,Нижняя Красносельская ул.,д.35С49,"55.775545,37.672118",68.5,22424086,327358
Москва;район Хорошевский;ул. Гризодубовой;д.4К3,район Хорошевский,ул. Гризодубовой,д.4К3,"55.784622,37.523177",81.0,22750000,280864
Москва;район Тропарево-Никулино;просп. Вернадского;д.92,район Тропарево-Никулино,просп. Вернадского,д.92,"55.655163,37.473150",56.0,22900000,408928
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",74.4,22950000,308467
Москва;район Тропарево-Никулино;просп. Вернадского;д.92К1,район Тропарево-Никулино,просп. Вернадского,д.92К1,"55.655209,37.475935",85.5,23000000,269005
Москва;район Беговой;Ленинградский просп.;д.вл31,район Беговой,Ленинградский просп.,д.вл31,"55.784977,37.561940",93.0,23000000,247311
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",103.0,23300000,226213
Москва;район Пресненский;ул. Пресненский Вал;д.16С3,район Пресненский,ул. Пресненский Вал,д.16С3,"55.767276,37.565461",70.0,23700000,338571
Москва;район Хамовники;ул. Хамовнический Вал;д.4,район Хамовники,ул. Хамовнический Вал,д.4,"55.716752,37.576780",59.0,23950000,405932
Москва;район Хамовники;пер. Померанцев;д.10-12,район Хамовники,пер. Померанцев,д.10-12,"55.739965,37.591090",61.0,25900000,424590
Москва;район Ломоносовский;Нахимовский просп.;д.73,район Ломоносовский,Нахимовский просп.,д.73,"55.682453,37.552373",110.0,25800000,234545
Москва;район Басманный;Нижняя Красносельская ул.;д.35С23,район Басманный,Нижняя Красносельская ул.,д.35С23,"55.775170,37.674022",57.8,26503050,458530
Москва;район Пресненский;пер. Красина;д.16С1,район Пресненский,пер. Красина,д.16С1,"55.767944,37.582781",59.0,26500000,449152
Москва;район Тропарево-Никулино;ул. Мичуринский проспект Олимпийская деревня;д.1к1,район Тропарево-Никулино,ул. Мичуринский проспект Олимпийская деревня,д.1к1,"55.679433,37.469638",85.0,26800000,315294
Москва;район Арбат;Смоленская наб.;д.2А,район Арбат,Смоленская наб.,д.2А,"55.747890,37.576951",70.0,26800000,382857
Москва;район Даниловский;ул. Серпуховский Вал;д.21к3,район Даниловский,ул. Серпуховский Вал,д.21к3,"55.710038,37.608940",85.0,27450000,322941
Москва;район Хорошевский;проезд Березовой Рощи;д.12,район Хорошевский,проезд Березовой Рощи,д.12,"55.791177,37.520411",82.0,28000000,341463
Москва;район Тверской;Тверская ул.;д.8К2,район Тверской,Тверская ул.,д.8К2,"55.762622,37.611113",54.0,28000000,518518
Москва;район Проспект Вернадского;ул. Удальцова;д.85К4,район Проспект Вернадского,ул. Удальцова,д.85К4,"55.680697,37.486715",113.0,28600000,253097
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",78.0,28500000,365384
Москва;район Замоскворечье;Садовническая наб.;д.7,район Замоскворечье,Садовническая наб.,д.7,"55.746547,37.628038",58.9,28500000,483870
Москва;район Дорогомилово;Кутузовский просп.;д.4/2,район Дорогомилово,Кутузовский просп.,д.4/2,"55.750727,37.562272",64.0,28800000,450000
Москва;район Раменки;Минская ул.;д.1ГК1,район Раменки,Минская ул.,д.1ГК1,"55.713040,37.500953",70.0,29500000,421428
