address,district,street,house_number,coords,area,full_price,weighted_price
Москва;Десеновское поселение;район Десёновское;ул. Дмитрия Рябинкина;д.2к2,район Десёновское,ул. Дмитрия Рябинкина,д.2к2,"55.509028,37.329671",77.0,7200000,93506
Москва;Щербинка;район Щербинка;ул. 40 лет Октября;д.3,район Щербинка,ул. 40 лет Октября,д.3,"55.511664,37.568479",76.5,7264650,95000
Москва;пос. Первомайское;район Первомайское;ул. Центральная;д.30,район Первомайское,ул. Центральная,д.30,"55.536502,37.158866",107.0,8000000,74766
Москва;пос. Коммунарка;район Сосенское;Березка-Коммунарка-1 СНТ,пос. Коммунарка,район Сосенское,Березка-Коммунарка-1 СНТ,"55.558539,37.484235",100.0,8500000,85000
Москва;пос. Первомайское;район Первомайское;ул. Центральная;д.30,район Первомайское,ул. Центральная,д.30,"55.536502,37.158866",106.4,8500000,79887
Москва;район Марьино;Подольская ул.;д.9,район Марьино,Подольская ул.,д.9,"55.653116,37.713459",60.0,8500000,141666
Москва;район Ховрино;Петрозаводская ул.;д.32К2,район Ховрино,Петрозаводская ул.,д.32К2,"55.868455,37.490074",58.4,8800000,150684
Москва;Московский;район Первый Московский Город-Парк;ул. Никитина;д.20,район Первый Московский Город-Парк,ул. Никитина,д.20,"55.603517,37.370572",76.0,8900000,117105
Москва;район Перово;1-я Владимирская ул.;д.17,район Перово,1-я Владимирская ул.,д.17,"55.757475,37.775918",53.0,9200000,173584
Москва;район Можайский;Вяземская ул.;д.14,район Можайский,Вяземская ул.,д.14,"55.712878,37.401465",54.6,9300000,170329
Москва;район Некрасовка;Покровская ул.;д.31,район Некрасовка,Покровская ул.,д.31,"55.704996,37.922335",76.9,9500000,123537
Москва;район Ярославский;ул. Ротерта;д.10К1,район Ярославский,ул. Ротерта,д.10К1,"55.876854,37.727014",65.0,9500000,146153
Москва;район Митино;Муравская ул.;д.38к1,район Митино,Муравская ул.,д.38к1,"55.864283,37.372404",76.9,9500000,123537
Москва;район Люблино;Ставропольская ул.;д.74,район Люблино,Ставропольская ул.,д.74,"55.681235,37.776071",60.8,9500000,156250
Москва;район Солнцево;Мещерский лес ЖК;д.к5с1,район Солнцево,Мещерский лес ЖК,д.к5с1,"55.661948,37.421443",54.6,9600000,175824
Москва;район Ясенево;Новоясеневский просп.;д.14К2,район Ясенево,Новоясеневский просп.,д.14К2,"55.606090,37.520734",68.0,9550000,140441
Москва;Московский;район Первый Московский Город-Парк;ул. Никитина;д.10,район Первый Московский Город-Парк,ул. Никитина,д.10,"55.605744,37.362568",77.0,9800000,127272
Москва;Московский;район Юго-Западный;3-й мкр;д.3,район Юго-Западный,3-й мкр,д.3,"55.596600,37.341682",97.0,9800000,101030
Москва;район Новогиреево;Новогиреевская ул.;д.44/28,район Новогиреево,Новогиреевская ул.,д.44/28,"55.751725,37.798268",65.0,9990000,153692
Москва;район Северный;Дмитровское ш.;д.124А,район Северный,Дмитровское ш.,д.124А,"55.924845,37.548546",77.3,10124990,130999
Москва;Московский;район Град Московский;Град Московский мкр;ул. Радужная;д.9,Град Московский мкр,ул. Радужная,д.9,"55.592108,37.373563",85.2,10224000,120000
Москва;Московский;район Град Московский;Град Московский мкр;проезд Радужный;д.1,Град Московский мкр,проезд Радужный,д.1,"55.593507,37.364517",73.8,10500000,142276
Москва;район Чертаново Северное;Варшавское ш.;д.124,район Чертаново Северное,Варшавское ш.,д.124,"55.627575,37.615273",72.0,10800000,150000
Москва;район Бабушкинский;Енисейская ул.;д.24,район Бабушкинский,Енисейская ул.,д.24,"55.870607,37.667501",62.2,10800000,173633
Москва;район Северный;Челобитьевское ш.;д.14к2,район Северный,Челобитьевское ш.,д.14к2,"55.912405,37.553442",75.6,10950000,144841
