address,district,street,house_number,coords,area,full_price,weighted_price
Москва;район Рязанский;ул. Михайлова;д.31,район Рязанский,ул. Михайлова,д.31,"55.725169,37.775640",39.5,7316264,185315
Москва;Внуковское поселение;район Внуковское;ул. Бориса Пастернака;д.29к2,район Внуковское,ул. Бориса Пастернака,д.29к2,"55.635747,37.314966",40.0,7300000,182500
Москва;район Рязанский;2-й Грайвороновский проезд,unknown,unknown,unknown,"55.725463,37.746901",40.7,7379809,181322
Москва;район Рязанский;2-й Грайвороновский проезд,unknown,unknown,unknown,"55.725463,37.746901",39.5,7436112,188256
Москва;район Отрадное;Березовая аллея;д.7,район Отрадное,Березовая аллея,д.7,"55.852243,37.610997",43.5,7400000,170114
Москва;район Соколиная гора;Вольная ул.;д.28к3,район Соколиная гора,Вольная ул.,д.28к3,"55.776381,37.736878",39.9,7413420,185800
Москва;район Отрадное;Жилой Поколение кв-л,unknown,unknown,unknown,"55.849765,37.579942",34.7,7394570,213099
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",39.4,7447230,189015
Москва;район Западное Дегунино;Дмитровское ш.;д.81,район Западное Дегунино,Дмитровское ш.,д.81,"55.861176,37.549426",35.7,7386504,206904
Москва;район Измайлово;Верхняя Первомайская ул.,unknown,unknown,unknown,"55.799737,37.777156",38.5,7393044,192226
Москва;район Хорошевский;Ходынский бул.;д.20А,район Хорошевский,Ходынский бул.,д.20А,"55.790787,37.523204",33.0,7400000,224242
Москва;район Дмитровский;Дмитровское ш.;д.107к2А,район Дмитровский,Дмитровское ш.,д.107к2А,"55.879737,37.543963",41.1,7353495,178917
Москва;район Рязанский;ул. Михайлова;д.31,район Рязанский,ул. Михайлова,д.31,"55.725169,37.775640",37.8,7375536,195274
Москва;район Можайский;Барвихинская ул.;д.6,район Можайский,Барвихинская ул.,д.6,"55.715824,37.388879",43.3,7372575,170346
Москва;район Отрадное;ул. Римского-Корсакова;д.11к7,район Отрадное,ул. Римского-Корсакова,д.11к7,"55.874799,37.598537",38.2,7479560,195799
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",59.0,7493000,127000
Москва;район Лосиноостровский;Янтарный проезд,unknown,unknown,unknown,"55.870461,37.687328",39.6,7492142,189195
Москва;район Можайский;ул. Петра Алексеева;д.12с1,район Можайский,ул. Петра Алексеева,д.12с1,"55.718152,37.429476",36.5,7486324,205160
Москва;район Кузьминки;Волжский Бульвар 113А кв-л;д.к8,район Кузьминки,Волжский Бульвар 113А кв-л,д.к8,"55.695550,37.755024",39.0,7500000,192307
Москва;район Можайский;ул. Багрицкого;д.10к4,район Можайский,ул. Багрицкого,д.10к4,"55.723587,37.433167",28.0,7560000,270000
Москва;район Некрасовка;просп. Защитников Москвы;д.3к1,район Некрасовка,просп. Защитников Москвы,д.3к1,"55.698903,37.915831",40.0,7500000,187500
Москва;район Алексеевский;Новоалексеевская ул.;д.16С1,район Алексеевский,Новоалексеевская ул.,д.16С1,"55.807044,37.649143",37.0,7520000,203023
Москва;район Алексеевский;Новоалексеевская ул.;д.16С1,район Алексеевский,Новоалексеевская ул.,д.16С1,"55.807044,37.649143",34.0,7553000,221951
Москва;район Гагаринский;ул. Вавилова;д.72/13,район Гагаринский,ул. Вавилова,д.72/13,"55.681438,37.547737",30.6,7550000,246732
Москва;район Вешняки;Вешняковская ул.;д.37,район Вешняки,Вешняковская ул.,д.37,"55.720023,37.823951",36.0,7500000,208333
