address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct,distr
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Викулова;д.57,район Верх-Исетский,ул. Викулова,д.57,"56.823548,60.543234",78.1,4790000,61331,56.823548,60.543234,1,ВИЗ
Свердловская область;Екатеринбург;район Чкаловский;Рощинская ул.;д.72а,район Чкаловский,Рощинская ул.,д.72а,"56.779309,60.678314",75.4,4770000,63262,56.779309,60.678314,1,Уктус
Свердловская область;Екатеринбург;район Орджоникидзевский;Республиканская ул.;д.5,район Орджоникидзевский,Республиканская ул.,д.5,"56.904895,60.569950",104.0,4800000,46153,56.904895,60.56995,1,unknown
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;ул. Сыромолотова;д.34,ЖБИ мкр,ул. Сыромолотова,д.34,"56.834481,60.691780",75.9,4990000,65744,56.834481,60.69178,1,ЖБИ
Свердловская область;Екатеринбург;район Чкаловский;пер. Трактористов;д.19,район Чкаловский,пер. Трактористов,д.19,"56.801957,60.624011",60.6,5000000,82508,56.801957,60.624011,1,Автовокзал
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.3,район Верх-Исетский,ул. Евгения Савкова,д.3,"56.795466,60.494510",92.0,5100000,55434,56.79546600000001,60.49451,1,Широкая Речка
Свердловская область;Екатеринбург;район Октябрьский;Луганская ул.,Екатеринбург,Машинная ул., 29Д,"56.807962,60.638341",71.2,5100000,71679,56.807962,60.638341,1,Автовокзал
Свердловская область;Екатеринбург;район Ленинский;ул. Вильгельма де Геннина;д.41,район Ленинский,ул. Вильгельма де Геннина,д.41,"56.789570,60.518692",83.0,5194000,62578,56.78957,60.518692,1,Академический
Свердловская область;Екатеринбург;район Чкаловский;ул. Счастливая;д.4,район Чкаловский,ул. Счастливая,д.4,"56.746273,60.567255",76.6,5200000,67885,56.746273,60.567255,1,Солнечный
Свердловская область;Екатеринбург;район Октябрьский;ул. Энгельса;д.11,район Октябрьский,ул. Энгельса,д.11,"56.833388,60.613482",61.1,5250000,85924,56.833388,60.613482,1,Центр
Свердловская область;Екатеринбург;район Орджоникидзевский;Ярославская ул.;д.19,район Орджоникидзевский,Ярославская ул.,д.19,"56.909348,60.603134",82.6,5500000,66585,56.909348,60.603134,1,Веер
Свердловская область;Екатеринбург;район Железнодорожный;ул. Короленко;д.14,район Железнодорожный,ул. Короленко,д.14,"56.851471,60.620004",66.0,5699997,86363,56.851471,60.620004,1,Центр
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Новаторов;д.8В,район Орджоникидзевский,ул. Новаторов,д.8В,"56.908989,60.600601",72.0,5800000,80555,56.908989,60.600601,1,Веер
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Уральская;д.1,Пионерский мкр,ул. Уральская,д.1,"56.863159,60.622852",81.0,5850000,72222,56.863159,60.622852,1,Пионерский
Свердловская область;Екатеринбург;район Кировский;Первомайская ул.;д.69,район Кировский,Первомайская ул.,д.69,"56.844776,60.635195",72.9,5950000,81618,56.844776,60.635195,1,Втузгородок
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Ирбитская;д.68,Пионерский мкр,ул. Ирбитская,д.68,"56.864438,60.641797",90.0,6400000,71111,56.864438,60.641797,1,unknown
Свердловская область;Екатеринбург;район Кировский;ЖБИ мкр;бул. Сиреневый;д.19А,ЖБИ мкр,бул. Сиреневый,д.19А,"56.829867,60.686596",80.0,6600000,82500,56.82986700000001,60.686596,1,ЖБИ
Свердловская область;Екатеринбург;район Железнодорожный;ул. Луначарского;д.57,район Железнодорожный,ул. Луначарского,д.57,"56.849339,60.617669",74.0,6699996,90540,56.849339,60.61766899999999,1,Центр
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Вилонова;д.18,Пионерский мкр,ул. Вилонова,д.18,"56.865643,60.644438",88.8,6650000,74887,56.86564300000001,60.644438,1,Пионерский
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.18,район Железнодорожный,Техническая ул.,д.18,"56.863749,60.544716",118.9,7900000,66442,56.863749,60.544716,1,Новая Сортировка
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Академика Бардина;д.48А,Юго-Западный мкр,ул. Академика Бардина,д.48А,"56.800385,60.577828",84.0,8000000,95238,56.800385,60.577828,1,Юго-Западный
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова;д.43,Пионерский мкр,ул. Сулимова,д.43,"56.861171,60.638231",72.1,5100000,70735,56.861171,60.63823100000001,1,Пионерский
Свердловская область;Екатеринбург;район Железнодорожный;ул. Короленко;д.14,район Железнодорожный,ул. Короленко,д.14,"56.851471,60.620004",82.0,6489999,79146,56.851471,60.620004,1,Центр
Свердловская область;Екатеринбург;район Ленинский;просп. Ленина;д.36,район Ленинский,просп. Ленина,д.36,"56.838573,60.609135",110.0,7300000,66363,56.838573,60.609135,1,Горный Щит с.
Свердловская область;Екатеринбург;район Железнодорожный;Техническая ул.;д.18,район Железнодорожный,Техническая ул.,д.18,"56.863749,60.544716",118.9,7900000,66442,56.863749,60.544716,1,Новая Сортировка
Свердловская область;Екатеринбург;район Кировский;ул. Луначарского;д.77,район Кировский,ул. Луначарского,д.77,"56.848202,60.617893",110.0,9599994,87272,56.848202,60.617893,1,Центр
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Готвальда;д.6к3,район Верх-Исетский,ул. Готвальда,д.6к3,"56.850535,60.570067",160.0,10500000,65625,56.850535,60.570067,1,Заречный
Свердловская область;Екатеринбург;район Чкаловский;ул. Академика Шварца;д.4,район Чкаловский,ул. Академика Шварца,д.4,"56.795535,60.615010",180.0,10500000,58333,56.795535,60.61501,1,Ботанический
Свердловская область;Екатеринбург;район Октябрьский;ул. Энгельса;д.15,район Октябрьский,ул. Энгельса,д.15,"56.833698,60.615584",101.7,10800000,106194,56.833698,60.615584,1,Центр
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Шевелева;д.1,район Верх-Исетский,ул. Шевелева,д.1,"56.842300,60.575448",140.4,11200000,79789,56.8423,60.575448,1,ВИЗ
Свердловская область;Екатеринбург;район Октябрьский;ул. Тверитина;д.38к1,район Октябрьский,ул. Тверитина,д.38к1,"56.822287,60.623894",152.0,12099996,79605,56.822287,60.62389399999999,1,Центр
Свердловская область;Екатеринбург;район Ленинский;ул. Сакко и Ванцетти;д.47,район Ленинский,ул. Сакко и Ванцетти,д.47,"56.835451,60.589228",110.0,15000000,136363,56.835451,60.58922800000001,1,Центр
Свердловская область;Екатеринбург;район Октябрьский;ул. Карла Маркса;д.20А,район Октябрьский,ул. Карла Маркса,д.20А,"56.830635,60.614623",191.9,24000000,125084,56.830635,60.614623,1,Центр
Свердловская область;Екатеринбург;район Ленинский;ул. Шейнкмана;д.121,район Ленинский,ул. Шейнкмана,д.121,"56.819449,60.591932",240.0,25700000,107083,56.819449,60.59193199999999,1,Центр
Свердловская область;Екатеринбург;район Ленинский;ул. Шейнкмана;д.121,район Ленинский,ул. Шейнкмана,д.121,"56.819449,60.591932",187.4,48700000,259871,56.819449,60.59193199999999,1,Центр
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Предельная ул.;д.14,район Ленинский,Предельная ул.,д.14,"56.762128,60.569725",65.5,2499000,38152,56.762128,60.569725,1,Совхозный пос.
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Инженерная;д.15,Химмаш мкр,ул. Инженерная,д.15,"56.749387,60.709225",78.0,2650000,33974,56.749387,60.709225,1,Химмаш
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Альпинистов;д.49,Химмаш мкр,ул. Альпинистов,д.49,"56.758886,60.710968",76.8,2800000,36458,56.758886,60.71096800000001,1,Химмаш
Свердловская область;Екатеринбург;пос. Чусовское Озеро;район Верх-Исетский;ул. Мира;д.32,район Верх-Исетский,ул. Мира,д.32,"56.762681,60.296961",78.0,2999000,38448,56.76268100000001,60.296961,1,unknown
Свердловская область;Екатеринбург;район Октябрьский;Птицефабрика мкр;ул. Сажинская;д.4,Птицефабрика мкр,ул. Сажинская,д.4,"56.785270,60.731898",61.7,2990000,48460,56.78527,60.731898,1,Птицефабрика
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Ломоносова;д.9,район Орджоникидзевский,ул. Ломоносова,д.9,"56.897094,60.584332",69.0,3000000,43478,56.897094,60.584332,1,Уралмаш
Свердловская область;Екатеринбург;пос. Садовый;район Орджоникидзевский;Верстовая ул.;д.6,район Орджоникидзевский,Верстовая ул.,д.6,"56.956309,60.680263",78.6,3100000,39440,56.956309,60.680263,1,Садовый пос.
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Симферопольская;д.17,Вторчермет мкр,ул. Симферопольская,д.17,"56.773050,60.583631",58.4,3150000,53938,56.77305,60.583631,1,Вторчермет
Свердловская область;Екатеринбург;район Чкаловский;ул. Адмирала Ушакова;д.22,район Чкаловский,ул. Адмирала Ушакова,д.22,"56.722627,60.639480",101.9,3200000,31403,56.722627,60.639480000000006,1,Рудный
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Кунарская;д.16,Старая Сортировка мкр,ул. Кунарская,д.16,"56.882029,60.509107",68.0,3290000,48382,56.882029,60.50910699999999,1,Старая Сортировка
Свердловская область;Екатеринбург;пос. Садовый;район Орджоникидзевский;Верстовая ул.;д.5,район Орджоникидзевский,Верстовая ул.,д.5,"56.957178,60.678862",81.0,3250000,40123,56.957178000000006,60.678862,1,Садовый пос.
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",41.9,3481000,83078,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Орджоникидзевский;Симбирский пер.,Екатеринбург,Кировградская ул., 60,"56.896561,60.582612",44.4,3478140,78283,56.896561,60.582612,1,Улица
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Юмашева;д.6,район Верх-Исетский,ул. Юмашева,д.6,"56.842408,60.573705",40.0,3450000,86250,56.842408,60.573705,1,unknown
Свердловская область;Екатеринбург;район Ленинский;Академический мкр;просп. Академика Сахарова;д.37,Академический мкр,просп. Академика Сахарова,д.37,"56.778135,60.527720",37.9,3458400,91250,56.778135,60.52772,1,УНЦ
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. Крестинского, 17А,"56.792054,60.610382",43.4,3474400,80000,56.792054,60.610382,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского,Екатеринбург,ул. Крестинского, 35,"56.789841,60.617988",46.5,3485250,75000,56.789841,60.617988,1,Ботанический
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Сулимова,район Кировский,ул. Сулимова, 5,"56.860303,60.650125",47.6,3489080,73300,56.860303,60.650125,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;Миасская ул.,Екатеринбург,ул. Щербакова, 10,"56.785682,60.651716",45.5,3458000,76000,56.785682,60.651716,1,Уктус
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Омская,район Кировский,ул. Уральская, 19,"56.861300,60.626187",38.5,3490000,90649,56.8613,60.626187,1,Пионерский
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",43.8,3543800,80890,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",45.5,3525000,77489,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. Крестинского, 17А,"56.792054,60.610382",41.7,3545350,85000,56.792054,60.610382,1,unknown
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",48.1,3539100,73547,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Кировский;ул. Владимира Высоцкого;д.1,район Кировский,ул. Владимира Высоцкого,д.1,"56.843608,60.674976",43.3,3506200,81012,56.843608,60.674976,1,ЖБИ
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",51.7,3520000,68085,56.782927,60.647289,1,Уктус
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",65.5,3503715,53500,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;ул. 8 Марта,Екатеринбург,ул. Крестинского, 17А,"56.792054,60.610382",46.8,3511500,75000,56.792054,60.610382,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.2,район Чкаловский,ул. Крестинского,д.2,"56.792404,60.608290",38.4,3530040,92000,56.79240400000001,60.60829,1,Ботанический
Свердловская область;Екатеринбург;район Чкаловский;ул. Гастелло;д.25,район Чкаловский,ул. Гастелло,д.25,"56.782927,60.647289",51.3,3510000,68421,56.782927,60.647289,1,Уктус
Свердловская область;Екатеринбург;район Кировский;Пионерский мкр;ул. Данилы Зверева,район Кировский,ул. Данилы Зверева, 17А,"56.863410,60.652391",40.3,3545000,87965,56.86341,60.652391,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;ул. Крестинского;д.2,район Чкаловский,ул. Крестинского,д.2,"56.792404,60.608290",38.7,3518060,91000,56.79240400000001,60.60829,1,Ботанический
Свердловская область;Екатеринбург;район Ленинский;ул. Степана Разина;д.2,район Ленинский,ул. Степана Разина,д.2,"56.824815,60.606564",33.0,3532254,107038,56.824815,60.606564,1,Центр
Свердловская область;Екатеринбург;район Кировский;Советская ул.;д.45,район Кировский,Советская ул.,д.45,"56.856919,60.641420",35.0,3535000,101028,56.856919,60.64142,1,unknown
Свердловская область;Екатеринбург;район Кировский;Комсомольская ул.;д.67,район Кировский,Комсомольская ул.,д.67,"56.837022,60.661857",43.1,3595000,83333,56.837022,60.661857,1,unknown
Свердловская область;Екатеринбург;район Чкаловский;Широкий пер.;д.2А,район Чкаловский,Широкий пер.,д.2А,"56.783041,60.651293",55.0,3575000,65000,56.783041,60.651293,1,unknown
Свердловская область;Екатеринбург;район Железнодорожный;ул. Азина;д.20к2,район Железнодорожный,ул. Азина,д.20к2,"56.854773,60.608766",43.0,3290000,76511,56.854773,60.608766,1,Центр
Свердловская область;Екатеринбург;район Чкаловский;Рудный мкр;ул. Круговая;д.18,Рудный мкр,ул. Круговая,д.18,"56.723457,60.635786",67.7,3257100,48124,56.723457,60.635786,1,Рудный
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",55.5,3299400,59470,56.797122,60.493539,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,Суходольская ул., 197,"56.789156,60.489504",58.9,3258829,55300,56.78915600000001,60.489504,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Крауля;д.82,район Верх-Исетский,ул. Крауля,д.82,"56.831866,60.537656",44.0,3270000,74318,56.83186600000001,60.53765600000001,1,ВИЗ
Свердловская область;Екатеринбург;район Чкаловский;ул. Патриотов;д.6к4,район Чкаловский,ул. Патриотов,д.6к4,"56.781006,60.673269",58.3,3275852,56199,56.78100600000001,60.673269,1,Уктус
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",61.4,3347100,54504,56.797122,60.493539,1,Широкая Речка
Свердловская область;Екатеринбург;район Кировский;ул. Блюхера;д.97,район Кировский,ул. Блюхера,д.97,"56.865080,60.666497",49.2,3340099,67888,56.865080000000006,60.666497,1,Пионерский
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Юмашева;д.16,район Верх-Исетский,ул. Юмашева,д.16,"56.845165,60.573633",43.0,3300000,76744,56.845165,60.573633,1,ВИЗ
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11,район Железнодорожный,просп. Космонавтов,д.11,"56.867523,60.609503",51.2,3384320,66100,56.867523,60.609503,1,Северка пос.
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",57.6,3381300,58692,56.797122,60.493539,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",61.5,3352500,54503,56.797122,60.493539,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;ул. Прониной;д.27,район Чкаловский,ул. Прониной,д.27,"56.776621,60.658551",61.0,3400000,55737,56.776621,60.658551,1,Уктус
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.4,район Верх-Исетский,ул. Евгения Савкова,д.4,"56.797122,60.493539",65.2,3451500,52969,56.797122,60.493539,1,Широкая Речка
Свердловская область;Екатеринбург;район Орджоникидзевский;бул. Культуры;д.19,район Орджоникидзевский,бул. Культуры,д.19,"56.889547,60.580775",56.0,3490000,62321,56.889547,60.580775,1,Уралмаш
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 31,"56.790369,60.487700",61.5,3520000,57235,56.79036899999999,60.4877,1,Широкая Речка
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.36,район Чкаловский,Селькоровская ул.,д.36,"56.763135,60.612207",55.0,3500000,63636,56.763135,60.612207,1,unknown
Свердловская область;Екатеринбург;район Октябрьский;ул. Малышева;д.87,район Октябрьский,ул. Малышева,д.87,"56.837726,60.630002",41.7,3530000,84652,56.837726,60.63000200000001,1,Центр
Свердловская область;Екатеринбург;район Железнодорожный;просп. Космонавтов;д.11,район Железнодорожный,просп. Космонавтов,д.11,"56.867523,60.609503",57.6,3565440,61900,56.867523,60.609503,1,Северка пос.
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",67.0,3586105,53500,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Татищева;д.49,район Верх-Исетский,ул. Татищева,д.49,"56.834796,60.565593",108.2,9950000,91959,56.834796,60.56559300000001,1,ВИЗ
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Уральских Рабочих;д.28,район Орджоникидзевский,ул. Уральских Рабочих,д.28,"56.895246,60.601427",131.0,10000000,76335,56.89524599999999,60.601427,1,Уралмаш
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Радищева;д.61,район Верх-Исетский,ул. Радищева,д.61,"56.826897,60.579616",134.0,9990000,74552,56.826897,60.579616,1,unknown
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Уральских Рабочих;д.4,район Орджоникидзевский,ул. Уральских Рабочих,д.4,"56.891770,60.610716",130.0,10200000,78461,56.89177,60.610716,1,Уралмаш
Свердловская область;Екатеринбург;район Верх-Исетский;Юго-Западный мкр;ул. Белореченская;д.4,Юго-Западный мкр,ул. Белореченская,д.4,"56.824552,60.572124",120.0,10500000,87500,56.824552,60.572124,1,unknown
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Татищева;д.49,район Верх-Исетский,ул. Татищева,д.49,"56.834796,60.565593",110.0,10500000,95454,56.834796,60.56559300000001,1,ВИЗ
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Татищева;д.100,район Верх-Исетский,ул. Татищева,д.100,"56.837938,60.540961",107.0,10500000,98130,56.837938,60.540961,1,ВИЗ
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.180,район Чкаловский,ул. Белинского,д.180,"56.808644,60.622807",127.1,10500000,82612,56.808644,60.622807,1,Автовокзал
Свердловская область;Екатеринбург;район Верх-Исетский;Карасьеозерский-2 кп;ул. Малогородская;д.4,Карасьеозерский-2 кп,ул. Малогородская,д.4,"56.827109,60.407139",121.1,10490000,86622,56.827109,60.407139,1,Верх-Исетский район
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.180,район Чкаловский,ул. Белинского,д.180,"56.808644,60.622807",127.0,10500000,82677,56.808644,60.622807,1,Автовокзал
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Радищева;д.53к1,район Верх-Исетский,ул. Радищева,д.53к1,"56.828596,60.583739",141.5,10590000,74840,56.828596,60.583739,1,Юго-Западный
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Анри Барбюса;д.6,район Верх-Исетский,ул. Анри Барбюса,д.6,"56.831640,60.565252",126.0,10750000,85317,56.83164,60.565252,1,ВИЗ
Свердловская область;Екатеринбург;район Железнодорожный;Центральный кв-л;Екатерининский Парк ЖК,район Железнодорожный,ул. Свердлова, 38,"56.852831,60.608275",144.0,10801500,75000,56.85283100000001,60.608275,1,Центр
Свердловская область;Екатеринбург;район Железнодорожный;ул. Луначарского;д.57,район Железнодорожный,ул. Луначарского,д.57,"56.849339,60.617669",112.0,10800000,96428,56.849339,60.61766899999999,1,Центр
Свердловская область;Екатеринбург;район Ленинский;ул. Чайковского;д.19,район Ленинский,ул. Чайковского,д.19,"56.816232,60.617444",125.0,10949000,87592,56.81623199999999,60.61744399999999,1,Автовокзал
Свердловская область;Екатеринбург;район Ленинский;ул. Чапаева;д.21,район Ленинский,ул. Чапаева,д.21,"56.815873,60.615261",159.3,10900000,68424,56.815873,60.615261,1,Автовокзал
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Уральских Рабочих;д.4,район Орджоникидзевский,ул. Уральских Рабочих,д.4,"56.891770,60.610716",144.9,10990000,75845,56.89177,60.610716,1,Уралмаш
Свердловская область;Екатеринбург;район Верх-Исетский;Карасьеозерский-2 кп;ул. Малогородская;д.4,Карасьеозерский-2 кп,ул. Малогородская,д.4,"56.827109,60.407139",121.0,10990000,90826,56.827109,60.407139,1,Верх-Исетский район
Свердловская область;Екатеринбург;район Ленинский;ул. Чапаева;д.21,район Ленинский,ул. Чапаева,д.21,"56.815873,60.615261",152.0,10900000,71710,56.815873,60.615261,1,Автовокзал
Свердловская область;Екатеринбург;район Чкаловский;ул. Белинского;д.180,район Чкаловский,ул. Белинского,д.180,"56.808644,60.622807",127.0,11000000,86614,56.808644,60.622807,1,Автовокзал
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская;д.178,Юго-Западный мкр,ул. Волгоградская,д.178,"56.809862,60.566303",166.4,11200000,67307,56.809862,60.56630300000001,1,Юго-Западный
Свердловская область;Екатеринбург;район Октябрьский;ул. Большакова;д.25,район Октябрьский,ул. Большакова,д.25,"56.819498,60.624074",139.0,11300000,81294,56.819498,60.624074,1,unknown
Свердловская область;Екатеринбург;район Ленинский;Юго-Западный мкр;ул. Волгоградская;д.178,Юго-Западный мкр,ул. Волгоградская,д.178,"56.809862,60.566303",166.0,11500000,69277,56.809862,60.56630300000001,1,Юго-Западный
Свердловская область;Екатеринбург;район Ленинский;ул. Радищева;д.33,район Ленинский,ул. Радищева,д.33,"56.828483,60.588608",115.0,11500000,100000,56.828483,60.588608,1,Центр
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Малышева;д.4б,район Верх-Исетский,ул. Малышева,д.4б,"56.831172,60.581907",127.0,11590000,91259,56.831172,60.581907,1,Юго-Западный
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Библиотечная;д.25,Втузгородок мкр,ул. Библиотечная,д.25,"56.833796,60.649649",48.0,3600000,75000,56.833796,60.649649,1,Втузгородок
Свердловская область;Екатеринбург;район Кировский;Мурзинская ул.;д.26,район Кировский,Мурзинская ул.,д.26,"56.905332,60.723355",27.0,1550000,57407,56.905332,60.72335500000001,1,Калиновский м-н
Свердловская область;Екатеринбург;район Чкаловский;ул. Прониной;д.27,район Чкаловский,ул. Прониной,д.27,"56.778004,60.657344",29.8,1650000,55313,56.778004,60.657344,1,Уктус
Свердловская область;Екатеринбург;район Орджоникидзевский;Эльмаш мкр;ул. Таганская,район Орджоникидзевский,ул. Таганская, 51,"56.902428,60.635096",21.1,1680000,79620,56.902428,60.635096,1,Эльмаш
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Аптекарская;д.35,Вторчермет мкр,ул. Аптекарская,д.35,"56.764028,60.611695",35.0,1750000,50000,56.764028,60.611695,1,Вторчермет
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.,Екатеринбург,Латвийская ул., 48/2,"56.799838,60.764208",34.8,1782675,51300,56.799838,60.764208,1,Компрессорный
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская;д.58к1,район Верх-Исетский,ул. Широкореченская,д.58к1,"56.792542,60.474845",24.5,1777000,72530,56.79254200000001,60.474845,1,Мичуринский пос.
Свердловская область;Екатеринбург;район Железнодорожный;Майкопская ул.;д.5Б,район Железнодорожный,Майкопская ул.,д.5Б,"56.863006,60.583398",29.5,1790000,60677,56.86300600000001,60.583398,1,Завокзальный
Свердловская область;Екатеринбург;район Октябрьский;Птицефабрика мкр;ул. Варшавская;д.38,Птицефабрика мкр,ул. Варшавская,д.38,"56.783209,60.740890",32.3,1830000,56656,56.783209,60.74089,1,Птицефабрика
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",30.1,1897560,63000,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.,Екатеринбург,Латвийская ул., 48/2,"56.799838,60.764208",32.5,1892418,58300,56.799838,60.764208,1,Компрессорный
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",30.6,1869040,61000,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Яскина,район Октябрьский,Латвийская ул., 59,"56.796737,60.760116",36.3,1943000,53496,56.796737,60.760116,1,Компрессорный
Свердловская область;Екатеринбург;район Октябрьский;Латвийская ул.,Екатеринбург,Латвийская ул., 48/2,"56.799823,60.765257",35.7,1921736,53800,56.799823,60.765257,1,Компрессорный
Свердловская область;Екатеринбург;район Чкаловский;Просторная ул.;д.85,район Чкаловский,Просторная ул.,д.85,"56.795707,60.649244",36.2,1949000,53839,56.79570699999999,60.649244,1,Уктус
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Яскина,район Октябрьский,Латвийская ул., 59,"56.796737,60.760116",37.7,1981000,52490,56.796737,60.760116,1,Компрессорный
Свердловская область;Екатеринбург;пос. Мичуринский;район Верх-Исетский;ул. Широкореченская,пос. Мичуринский,ул. Майская, 55,"56.794471,60.471996",31.5,1955529,62100,56.794471,60.471996,1,Мичуринский пос.
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова,Екатеринбург,ул. Евгения Савкова, 9,"56.794223,60.498068",32.0,1952610,61000,56.794223,60.498068,1,Широкая Речка
Свердловская область;Екатеринбург;район Железнодорожный;Надеждинская ул.;д.9,район Железнодорожный,Надеждинская ул.,д.9,"56.867380,60.532625",31.2,1950000,62500,56.86738,60.532625,1,Старая Сортировка
Свердловская область;Екатеринбург;район Кировский;Втузгородок мкр;ул. Студенческая;д.48,Втузгородок мкр,ул. Студенческая,д.48,"56.844422,60.663411",19.4,2000000,103092,56.844422,60.663411,1,Втузгородок
