address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct,distr
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.62,район Петроградский,Каменноостровский просп.,д.62,"59.973055,30.303292",165.6,65000000,392512,59.973055,30.303292,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",159.9,65239200,408000,59.971834,30.263559000000004,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Центральный;ул. Смольного;д.4,район Центральный,ул. Смольного,д.4,"59.951813,30.396384",172.4,65496000,379907,59.951813,30.396384,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",158.9,65239000,410566,59.971834,30.263559000000004,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Центральный;Орловская ул.;д.1к4,район Центральный,Орловская ул.,д.1к4,"59.953067,30.393133",172.4,66149880,383700,59.953067,30.393133,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Центральный;Орловская ул.;д.1к3,район Центральный,Орловская ул.,д.1к3,"59.952981,30.391964",177.4,67482960,380400,59.95298100000001,30.391964,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Приморский;Приморский просп.;д.46,район Приморский,Приморский просп.,д.46,"59.983148,30.244246",191.9,67548800,352000,59.983148,30.244246,1,МО №65
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,Петровский пр., 9-11,"59.962974,30.260694",179.5,68217600,380042,59.962974,30.260694,1,"МО №62 ""Петровский"""
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,ул. Савиной, 1 корпус 4,"59.962047,30.259241",199.3,68366760,343034,59.962047,30.259241,1,"МО №62 ""Петровский"""
Санкт-Петербург;район Центральный;Орловская ул.;д.1к3,район Центральный,Орловская ул.,д.1к3,"59.952981,30.391964",172.4,68704848,398520,59.95298100000001,30.391964,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",169.1,70430150,416500,59.971834,30.263559000000004,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,Петровский пр., 9-11,"59.962974,30.260694",175.1,70032000,399954,59.962974,30.260694,1,"МО №62 ""Петровский"""
Санкт-Петербург;район Петроградский;Петровский просп.,unknown,Петровский пр., 9-11,"59.962974,30.260694",201.3,70441000,349930,59.962974,30.260694,1,"МО №62 ""Петровский"""
Санкт-Петербург;район Центральный;Орловская ул.;д.1к3,район Центральный,Орловская ул.,д.1к3,"59.952981,30.391964",171.4,69857498,407570,59.95298100000001,30.391964,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Петроградский;Вязовая ул.;д.8,район Петроградский,Вязовая ул.,д.8,"59.967600,30.277169",169.6,71232000,420000,59.9676,30.277169,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Петроградский;Вязовая ул.;д.8,район Петроградский,Вязовая ул.,д.8,"59.967600,30.277169",170.3,71526000,420000,59.9676,30.277169,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Петроградский;Спортивная ул.;д.2,район Петроградский,Спортивная ул.,д.2,"59.966324,30.270404",180.3,72000000,399334,59.966324,30.270404,1,unknown
Санкт-Петербург;район Центральный;Большая Конюшенная ул.;д.19/8,район Центральный,Большая Конюшенная ул.,д.19/8,"59.938631,30.323055",206.0,72000000,349514,59.93863100000001,30.323055,1,"МО №77 ""Дворцовый"""
Санкт-Петербург;район Петроградский;Кемская ул.;д.1,район Петроградский,Кемская ул.,д.1,"59.973221,30.259571",174.0,72000000,413793,59.973221,30.259571,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Приморский;Приморский просп.;д.46,район Приморский,Приморский просп.,д.46,"59.983148,30.244246",218.7,75232800,344000,59.983148,30.244246,1,МО №65
Санкт-Петербург;район Петроградский;Морской просп.;д.29,район Петроградский,Морской просп.,д.29,"59.971834,30.263559",170.0,75140000,442000,59.971834,30.263559000000004,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Центральный;наб. Реки Мойки;д.35,район Центральный,наб. Реки Мойки,д.35,"59.940722,30.319183",184.3,75000000,406945,59.940722,30.319183,1,"МО №77 ""Дворцовый"""
Санкт-Петербург;район Центральный;наб. Реки Мойки;д.31,район Центральный,наб. Реки Мойки,д.31,"59.941380,30.319821",152.0,76000000,500000,59.94138,30.319821,1,"МО №77 ""Дворцовый"""
Санкт-Петербург;район Центральный;Орловская ул.;д.1к4,район Центральный,Орловская ул.,д.1к4,"59.953067,30.393133",173.4,77365878,446170,59.953067,30.393133,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Московский;Пулковское ш.,unknown,Пулковское ш., 71,"59.762097,30.323025",31.7,2800242,88391,59.762097,30.323025,1,"МО №47 ""Пулковский меридиан"""
Санкт-Петербург;Колпино;район Колпинский;Понтонная ул.,Колпино,Понтонная улица, 15,"59.757286,30.625330",29.9,2849598,95400,59.757286,30.62533,1,Улица
Санкт-Петербург;Колпино;район Колпинский;Понтонная ул.,Колпино,Понтонная улица, 15,"59.757286,30.625330",29.0,2813000,97000,59.757286,30.62533,1,Улица
Санкт-Петербург;пос. Шушары;район Пушкинский;Школьная ул.,пос. Шушары,Школьная ул., 12,"59.812649,30.375403",34.7,2815149,81175,59.812649,30.375403,1,"МО №66 ""Чёрная речка"""
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,Петергофское ш., 76 корпус 17,"59.842993,30.114456",32.4,2864374,88515,59.84299300000001,30.114456,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Невский;ул. Русановская,unknown,Октябрьская набережная, 112 корпус 6 литер А,"59.868384,30.513004",35.9,2872379,80010,59.868384,30.513004,1,"МО №53 ""Народный"""
Санкт-Петербург;район Красносельский;Петергофское ш.;д.84к19,район Красносельский,Петергофское ш.,д.84к19,"59.846251,30.106549",32.9,2870229,87267,59.846251,30.106549,1,unknown
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",34.8,2855290,82024,59.805052,30.355789,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.,Колпино,ул. Севастьянова, 28,"59.773639,30.606257",40.5,2881778,71155,59.773639,30.606257,1,"МО ""г. Колпино"""
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",32.1,2894913,90100,59.805052,30.355789,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;Колпино;район Колпинский;Загородная ул.;д.43к3,район Колпинский,Загородная ул.,д.43к3,"59.773639,30.606257",40.5,2881778,71155,59.773639,30.606257,1,"МО ""г. Колпино"""
Санкт-Петербург;район Красногвардейский;Пискаревский просп.,unknown,Пискарёвский пр., 155А,"60.002109,30.451860",33.3,2894490,86921,60.002109,30.45186,1,"МО №32 ""Полюстрово"""
Санкт-Петербург;район Красносельский;Петергофское ш.;д.84к19,район Красносельский,Петергофское ш.,д.84к19,"59.846245,30.108209",26.0,2888000,111205,59.846245,30.108209,1,unknown
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,Петергофское ш., 76 корпус 17,"59.842993,30.114456",33.4,2922569,87449,59.84299300000001,30.114456,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,Петергофское ш., 76 корпус 17,"59.842993,30.114456",33.6,2924879,87024,59.84299300000001,30.114456,1,unknown
Санкт-Петербург;район Красногвардейский;Львовская ул.,unknown,Львовская ул., 21,"59.970630,30.419310",32.4,2946168,90875,59.97063000000001,30.41931,1,"МО ""п. Стрельна"""
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",35.0,2926189,83725,59.805052,30.355789,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;пос. Парголово;район Приморский;ул. Парашютная,пос. Парголово,Парашютная ул., 61к1,"60.036328,30.252321",38.5,3793000,98442,60.03632800000001,30.252321,1,"МО №70 ""Коломяги"""
Санкт-Петербург;район Красносельский;просп. Ветеранов;д.171к5,район Красносельский,просп. Ветеранов,д.171к5,"59.841975,30.113127",35.0,3780000,108000,59.841975,30.113127,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Невский;ул. Кржижановского;д.5К4,район Невский,ул. Кржижановского,д.5К4,"59.930516,30.468240",33.1,3799000,114773,59.930516,30.46824,1,"МО №57 ""Правобережный"""
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.812233,30.338638",34.9,3800000,108757,59.812233,30.338638,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Фрунзенский;Софийская ул.;д.53,район Фрунзенский,Софийская ул.,д.53,"59.869815,30.407775",30.0,3800000,126666,59.869815,30.407775,1,МО №72
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Николая Рубцова;д.11к1,район Выборгский,ул. Николая Рубцова,д.11к1,"60.077485,30.337850",33.0,3800000,115151,60.077485,30.33785,1,"МО ""п. Парголово"""
Санкт-Петербург;район Приморский;наб. Реки Каменки;д.11к2,район Приморский,наб. Реки Каменки,д.11к2,"60.056840,30.275857",32.0,3857000,120531,60.05684,30.275857,1,"МО №70 ""Коломяги"""
Санкт-Петербург;район Красносельский;просп. Ветеранов;д.171к1,район Красносельский,просп. Ветеранов,д.171к1,"59.836812,30.112067",36.0,3870000,107589,59.836812,30.112067,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Калининский;Гражданский просп.;д.107к4,район Калининский,Гражданский просп.,д.107к4,"60.028725,30.414671",23.8,3975000,166946,60.028725,30.414671,1,unknown
Санкт-Петербург;район Калининский;ул. Карпинского;д.34К3,район Калининский,ул. Карпинского,д.34К3,"60.011995,30.424645",34.5,3999000,115913,60.011995,30.424645,1,"МО №18 ""Гражданка"""
Санкт-Петербург;район Красносельский;просп. Ветеранов;д.171к2,район Красносельский,просп. Ветеранов,д.171к2,"59.837038,30.110253",37.5,4000000,106666,59.837038,30.110253000000004,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Приморский;ул. Савушкина;д.115К4,район Приморский,ул. Савушкина,д.115К4,"59.987114,30.234148",34.0,4100000,120588,59.987114,30.234148,1,МО №65
Санкт-Петербург;район Выборгский;просп. Просвещения;д.43,район Выборгский,просп. Просвещения,д.43,"60.046203,30.363084",39.0,4100000,105128,60.04620300000001,30.363084000000004,1,МО №15
Санкт-Петербург;район Невский;Усть-Славянка тер.;просп. Советский;д.34к3,Усть-Славянка тер.,просп. Советский,д.34к3,"59.828188,30.554425",40.3,4150000,102977,59.828188,30.554425,1,"МО №52 ""Рыбацкое"""
Санкт-Петербург;район Невский;Шлиссельбургский просп.;д.12К2,район Невский,Шлиссельбургский просп.,д.12К2,"59.840560,30.496852",38.5,4190000,108831,59.84056,30.496852,1,"МО №52 ""Рыбацкое"""
Санкт-Петербург;район Выборгский;просп. Энгельса;д.61,район Выборгский,просп. Энгельса,д.61,"60.018007,30.324204",32.5,4190000,128923,60.018007,30.324204,1,"МО №13 ""Светлановское"""
Санкт-Петербург;район Невский;Октябрьская наб.,unknown,Дальневосточный пр., 13,"59.904134,30.450846",35.7,4249000,119019,59.904134,30.450846,1,"МО №55 ""Невский"""
Санкт-Петербург;район Невский;просп. Большевиков;д.45,район Невский,просп. Большевиков,д.45,"59.889670,30.486764",36.0,4200000,116666,59.88967,30.486764,1,"МО №53 ""Народный"""
Санкт-Петербург;район Невский;ул. Дыбенко;д.24К1,район Невский,ул. Дыбенко,д.24К1,"59.906300,30.479119",29.1,4200000,144528,59.9063,30.479119,1,"МО №55 ""Невский"""
Санкт-Петербург;район Приморский;Комендантский просп.;д.60к1,район Приморский,Комендантский просп.,д.60к1,"60.034689,30.226195",33.0,4270582,129411,60.034689,30.226195,1,"МО №70 ""Коломяги"""
Санкт-Петербург;район Московский;просп. Космонавтов,unknown,пр. Космонавтов, 104,"59.828841,30.364349",35.1,4297300,122430,59.828841,30.364349,1,unknown
Санкт-Петербург;район Красносельский;ул. Катерников;д.6к1,район Красносельский,ул. Катерников,д.6к1,"59.855251,30.150908",32.0,4270932,133300,59.855251,30.150908,1,"МО №38 ""Южно-Приморский"""
Санкт-Петербург;район Выборгский;ул. Композиторов;д.25,район Выборгский,ул. Композиторов,д.25,"60.057599,30.315446",60.3,2499000,41442,60.057599,30.315446,1,"МО №17 ""Шувалово-Озерки"""
Санкт-Петербург;район Адмиралтейский;наб. Канала Грибоедова;д.86,район Адмиралтейский,наб. Канала Грибоедова,д.86,"59.926625,30.304828",58.7,2500000,42589,59.926625,30.304828000000004,1,"МО №3 ""Адмиралтейский"""
Санкт-Петербург;район Центральный;Старорусская ул.;д.5/3,район Центральный,Старорусская ул.,д.5/3,"59.932622,30.384311",19.0,2870000,151052,59.932622,30.384311,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Красногвардейский;просп. Косыгина;д.34к1,район Красногвардейский,просп. Косыгина,д.34к1,"59.946247,30.503490",86.0,3000000,34883,59.946247,30.503490000000006,1,"МО №36 ""Ржевка"""
Санкт-Петербург;район Василеостровский;Галерный проезд;д.5,район Василеостровский,Галерный проезд,д.5,"59.938784,30.223710",52.6,3200000,60836,59.938784,30.22371,1,"МО №9 ""Гавань"""
Санкт-Петербург;район Петроградский;просп. Большой Петроградской стороны;д.92Б,район Петроградский,просп. Большой Петроградской стороны,д.92Б,"59.965345,30.310101",99.0,3200000,32323,59.96534499999999,30.310101,1,"МО №61 ""Аптекарский остров"""
Санкт-Петербург;район Калининский;Северный просп.,unknown,Северный пр., 47,"60.029827,30.378274",75.0,3500000,46666,60.029827,30.378274,1,Санкт-Петербург
Санкт-Петербург;район Калининский;ул. Руставели;д.37,район Калининский,ул. Руставели,д.37,"60.013002,30.435110",42.0,3500000,83333,60.013002,30.43511,1,"МО №22 ""Пискарёвка"""
Санкт-Петербург;Пушкин;район Пушкинский;Петербургское ш.;д.9,район Пушкинский,Петербургское ш.,д.9,"59.735913,30.397741",69.2,3600000,52023,59.735913,30.397741,1,"МО ""г. Пушкин"""
Санкт-Петербург;пос. Парголово;район Выборгский;Юкковское ш.;д.10к3,район Выборгский,Юкковское ш.,д.10к3,"60.109352,30.269299",63.3,3600000,56872,60.109352,30.269299,1,"МО ""п. Парголово"""
Санкт-Петербург;район Василеостровский;3-я Васильевского острова линия;д.44,район Василеостровский,3-я Васильевского острова линия,д.44,"59.945864,30.281750",29.4,3820000,129931,59.945864,30.28175,1,"МО №8 ""Васильевский"""
Санкт-Петербург;район Петроградский;ул. Подрезова;д.12,район Петроградский,ул. Подрезова,д.12,"59.963895,30.304055",107.0,4000000,37383,59.963895,30.304055,1,"МО №61 ""Аптекарский остров"""
Санкт-Петербург;район Выборгский;просп. Энгельса;д.115К1,район Выборгский,просп. Энгельса,д.115К1,"60.039674,30.326217",44.0,4000000,90909,60.039674,30.326217,1,"МО №14 ""Сосновское"""
Санкт-Петербург;район Невский;Дальневосточный просп.;д.8к1,район Невский,Дальневосточный просп.,д.8к1,"59.916167,30.433287",115.0,4000000,34782,59.916167,30.433287,1,"МО №57 ""Правобережный"""
Санкт-Петербург;район Центральный;Лиговский просп.;д.85,район Центральный,Лиговский просп.,д.85,"59.924460,30.356310",80.8,4300000,53217,59.92446,30.35631,1,"МО №82 ""Владимирский"""
Санкт-Петербург;район Василеостровский;Наличная ул.;д.44К2,район Василеостровский,Наличная ул.,д.44К2,"59.952263,30.231552",42.0,4500000,107142,59.952263,30.231552,1,"МО №11 ""Остров Декабристов"""
Санкт-Петербург;район Центральный;наб. Канала Грибоедова;д.7,район Центральный,наб. Канала Грибоедова,д.7,"59.939068,30.327367",84.0,4600000,54761,59.939068000000006,30.327367,1,unknown
Санкт-Петербург;район Адмиралтейский;Вознесенский просп.;д.49,район Адмиралтейский,Вознесенский просп.,д.49,"59.921480,30.307568",79.3,4900000,61790,59.92148,30.307568,1,"МО №2 ""Сенной"""
Санкт-Петербург;район Фрунзенский;Курская ул.;д.23,район Фрунзенский,Курская ул.,д.23,"59.911200,30.352124",76.0,5000000,65789,59.9112,30.352124,1,unknown
Санкт-Петербург;Пушкин;район Пушкинский;Красносельское ш.;д.29,район Пушкинский,Красносельское ш.,д.29,"59.705881,30.367557",63.0,5000000,79365,59.70588100000001,30.367557,1,"МО ""п. Стрельна"""
Санкт-Петербург;район Центральный;ул. Чайковского;д.16,район Центральный,ул. Чайковского,д.16,"59.946829,30.350372",67.8,900000,13274,59.946829,30.350372,1,"МО №79 ""Литейный"""
Санкт-Петербург;район Калининский;Тихорецкий просп.;д.25К4,район Калининский,Тихорецкий просп.,д.25К4,"60.024383,30.371070",49.2,1100000,22357,60.02438299999999,30.37107,1,"МО №19 ""Академическое"""
Санкт-Петербург;Петергоф;район Петродворцовый;Ботаническая ул.;д.18к6,район Петродворцовый,Ботаническая ул.,д.18к6,"59.869779,29.854511",56.0,1500000,26785,59.869779,29.854511,1,"МО ""г. Петергоф"""
Санкт-Петербург;Колпино;район Колпинский;Заводской просп.;д.58к2,район Колпинский,Заводской просп.,д.58к2,"59.731808,30.585632",72.8,1700000,23351,59.731808,30.585632,1,"МО ""г. Колпино"""
Санкт-Петербург;район Выборгский;ул. Сикейроса;д.4,район Выборгский,ул. Сикейроса,д.4,"60.035185,30.325588",44.6,1850000,41479,60.035185,30.325588,1,"МО №14 ""Сосновское"""
Санкт-Петербург;район Московский;ул. Среднерогатская;д.16к2,район Московский,ул. Среднерогатская,д.16к2,"59.822919,30.341380",72.8,7515894,103311,59.82291899999999,30.34138,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Московский;ул. Среднерогатская;д.16к2,район Московский,ул. Среднерогатская,д.16к2,"59.822919,30.341380",74.2,7534263,101526,59.82291899999999,30.34138,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Невский;Октябрьская наб.,unknown,ул. Дыбенко, 7,"59.899061,30.451657",71.7,7564350,105500,59.899061,30.451657,1,unknown
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",80.7,7564375,93734,60.072812,30.320755,1,"МО ""п. Парголово"""
Санкт-Петербург;район Приморский;Коломяжский просп.,unknown,Коломяжский пр., 13Б,"60.000803,30.309306",86.5,7576934,87584,60.00080300000001,30.309306,1,"МО №67 ""Комендантский аэродром"""
Санкт-Петербург;район Красносельский;Петергофское ш.;д.90к3,район Красносельский,Петергофское ш.,д.90к3,"59.848981,30.102793",90.3,7520000,83277,59.84898100000001,30.102793,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Красносельский;Петергофское ш.,unknown,Петергофское ш., 76 корпус 17,"59.842993,30.114456",96.2,7587917,78876,59.84299300000001,30.114456,1,"МО №39 ""Сосновая Поляна"""
Санкт-Петербург;район Петроградский;Большая Пушкарская ул.;д.5,район Петроградский,Большая Пушкарская ул.,д.5,"59.955070,30.297938",70.9,7500000,105782,59.95506999999999,30.297938,1,"МО №58 ""Введенский"""
Санкт-Петербург;район Приморский;Планерная ул.;д.51К2,район Приморский,Планерная ул.,д.51К2,"60.018403,30.229639",80.0,7550000,94375,60.018403,30.229639,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;район Приморский;просп. Королева,unknown,Нижне-Каменская ул., 11,"60.034699,30.220542",80.2,7600345,94767,60.034699,30.220542,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;район Калининский;просп. Маршала Блюхера;д.4к1,район Калининский,просп. Маршала Блюхера,д.4к1,"59.988587,30.366421",76.0,7628859,100379,59.988587,30.366421000000006,1,"МО №22 ""Пискарёвка"""
Санкт-Петербург;район Приморский;Белоостровская ул.,unknown,Белоостровская ул., 8,"59.985548,30.324659",69.2,7637506,110304,59.985548,30.324659000000004,1,unknown
Санкт-Петербург;район Московский;ул. Среднерогатская;д.16к2,район Московский,ул. Среднерогатская,д.16к2,"59.822919,30.341380",74.2,7600495,102418,59.82291899999999,30.34138,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Невский;Октябрьская наб.;д.98К3,район Невский,Октябрьская наб.,д.98К3,"59.872037,30.474762",74.2,7637450,102999,59.872037,30.474762,1,"МО №53 ""Народный"""
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",81.4,7633535,93778,60.072812,30.320755,1,"МО ""п. Парголово"""
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",81.3,7624890,93787,60.072812,30.320755,1,"МО ""п. Парголово"""
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.;д.10,район Выборгский,Заречная ул.,д.10,"60.072812,30.320755",81.3,7624890,93787,60.072812,30.320755,1,"МО ""п. Парголово"""
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Валерия Гаврилина;д.5,район Выборгский,ул. Валерия Гаврилина,д.5,"60.074558,30.335326",76.6,7620000,99477,60.074558,30.335326,1,"МО ""п. Парголово"""
Санкт-Петербург;район Приморский;Коломяжский просп.,unknown,Коломяжский пр., 13Б,"60.000803,30.309306",86.2,7726118,89661,60.00080300000001,30.309306,1,"МО №67 ""Комендантский аэродром"""
Санкт-Петербург;район Приморский;Белоостровская ул.,unknown,Белоостровская ул., 8,"59.985548,30.324659",69.9,7711490,110400,59.985548,30.324659000000004,1,unknown
Санкт-Петербург;район Калининский;просп. Маршала Блюхера;д.4к1,район Калининский,просп. Маршала Блюхера,д.4к1,"59.988587,30.366421",75.2,7693344,102305,59.988587,30.366421000000006,1,"МО №22 ""Пискарёвка"""
Санкт-Петербург;пос. Парголово;район Выборгский;ул. Тихоокеанская;д.1к1,район Выборгский,ул. Тихоокеанская,д.1к1,"60.072440,30.244299",41.4,3400000,82125,60.07244,30.244299,1,"МО ""п. Парголово"""
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",38.1,3469077,91051,59.814262,30.341409,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Приморский;наб. Реки Каменки;д.7к2,район Приморский,наб. Реки Каменки,д.7к2,"60.057087,30.277806",40.8,3487792,85589,60.057087,30.277806,1,"МО №17 ""Шувалово-Озерки"""
Санкт-Петербург;район Приморский;ш. Суздальское;д.34,район Приморский,ш. Суздальское,д.34,"60.055400,30.268367",37.6,3481760,92600,60.0554,30.268367,1,"МО №70 ""Коломяги"""
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",35.3,3472041,98330,59.814262,30.341409,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Невский;ул. Русановская,unknown,Октябрьская набережная, 112 корпус 6 литер А,"59.868384,30.513004",41.8,3483389,83294,59.868384,30.513004,1,"МО №53 ""Народный"""
Санкт-Петербург;пос. Парголово;район Выборгский;Заречная ул.,пос. Парголово,Заречная ул., 10,"60.072495,30.315738",38.9,3496500,90000,60.072495,30.315738,1,"МО ""п. Парголово"""
Санкт-Петербург;район Василеостровский;ул. Вадима Шефнера,unknown,ул. Вадима Шефнера, 4 корпус 1,"59.935340,30.208349",38.9,3496500,90000,59.93534,30.208349,1,Улица
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,Муринская дор., 53,"60.033046,30.462219",39.5,3495750,88500,60.033046,30.462219,1,"МО №32 ""Полюстрово"""
Санкт-Петербург;район Красногвардейский;аллея Евгения Шварца,unknown,Новая ул., 19,"60.036644,30.458725",36.8,3496000,95000,60.036644,30.458725,1,"МО ""п. Тярлево"""
Санкт-Петербург;район Московский;Пулковское ш.;д.30,район Московский,Пулковское ш.,д.30,"59.814262,30.341409",36.9,3478539,94192,59.814262,30.341409,1,"МО №48 ""Звездное"""
Санкт-Петербург;район Приморский;наб. Реки Каменки;д.7к2,район Приморский,наб. Реки Каменки,д.7к2,"60.057087,30.277806",40.7,3480945,85589,60.057087,30.277806,1,"МО №17 ""Шувалово-Озерки"""
Санкт-Петербург;район Красногвардейский;аллея Евгения Шварца,unknown,Новая ул., 19,"60.036644,30.458725",36.5,3485750,95500,60.036644,30.458725,1,"МО ""п. Тярлево"""
Санкт-Петербург;пос. Шушары;район Пушкинский;просп. Старорусский;д.13к2,район Пушкинский,просп. Старорусский,д.13к2,"59.805052,30.355789",36.7,3490032,95200,59.805052,30.355789,1,"МО №69 ""Юнтолово"""
Санкт-Петербург;район Красногвардейский;дор. Муринская,unknown,Муринская дор., 53,"60.033046,30.462219",38.8,3472600,89500,60.033046,30.462219,1,"МО №32 ""Полюстрово"""
Санкт-Петербург;район Петроградский;Каменноостровский просп.;д.9,район Петроградский,Каменноостровский просп.,д.9,"59.958390,30.319021",258.5,85000000,328820,59.95839,30.319021000000006,1,unknown
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",244.0,86250000,353483,59.93978900000001,30.353166,1,"МО №79 ""Литейный"""
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",242.0,86651000,358061,59.93978900000001,30.353166,1,"МО №79 ""Литейный"""
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939848,30.352916",242.0,86650000,358057,59.939848,30.352916,1,"МО №79 ""Литейный"""
Санкт-Петербург;район Василеостровский;7-я Васильевского острова линия;д.34,район Василеостровский,7-я Васильевского острова линия,д.34,"59.940988,30.280178",325.0,87500000,269230,59.940988,30.280178000000006,1,МО №7
Санкт-Петербург;район Петроградский;Большая Монетная ул.;д.9,район Петроградский,Большая Монетная ул.,д.9,"59.960764,30.314925",223.7,89000000,397854,59.96076400000001,30.314925,1,"МО №59 ""Кронверкское"""
Санкт-Петербург;район Петроградский;Татарский пер.;д.1,район Петроградский,Татарский пер.,д.1,"59.953214,30.305789",400.0,88929000,222322,59.953214,30.305789,1,"МО №58 ""Введенский"""
Санкт-Петербург;район Центральный;Литейный просп.;д.61,район Центральный,Литейный просп.,д.61,"59.933600,30.347579",400.0,92000000,230000,59.9336,30.347579,1,"МО №79 ""Литейный"""
Санкт-Петербург;район Центральный;Литейный просп.;д.61,район Центральный,Литейный просп.,д.61,"59.933600,30.347579",880.0,93000000,105681,59.9336,30.347579,1,unknown
Санкт-Петербург;район Петроградский;Ждановская ул.;д.29,район Петроградский,Ждановская ул.,д.29,"59.958246,30.279971",484.0,95000000,196280,59.958246,30.279971000000003,1,"МО №63 ""Чкаловское"""
Санкт-Петербург;район Приморский;Ушаковская наб.;д.3к2,район Приморский,Ушаковская наб.,д.3к2,"59.982388,30.313667",210.0,95000000,452380,59.982388,30.313667,1,"МО №66 ""Чёрная речка"""
Санкт-Петербург;район Приморский;Ушаковская наб.;д.3к2,район Приморский,Ушаковская наб.,д.3к2,"59.982388,30.313667",200.0,95000000,475000,59.982388,30.313667,1,"МО №66 ""Чёрная речка"""
Санкт-Петербург;район Центральный;Парадная ул.;д.3к2,район Центральный,Парадная ул.,д.3к2,"59.940776,30.369471",235.0,95000000,404255,59.940776,30.369471,1,"МО №80 ""Смольнинское"""
Санкт-Петербург;район Центральный;пер. Басков;д.2,район Центральный,пер. Басков,д.2,"59.939789,30.353166",265.0,95101000,358871,59.93978900000001,30.353166,1,"МО №79 ""Литейный"""
