address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct
Москва;район Измайлово;Первомайская ул.;д.42,район Измайлово,Первомайская ул.,д.42,"55.792265,37.787111",115.0,32500000,282608,55.792265,37.787110999999996,1
Москва;район Щукино;ул. Расплетина;д.21,район Щукино,ул. Расплетина,д.21,"55.798257,37.481990",113.0,33000000,292035,55.79825699999999,37.48199,1
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",122.8,34700000,282573,55.786313,37.542428,1
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.78,район Хорошево-Мневники,просп. Маршала Жукова,д.78,"55.780846,37.449147",150.0,34900000,232666,55.780846,37.449146999999996,1
Москва;район Хорошевский;проезд Березовой Рощи;д.10,район Хорошевский,проезд Березовой Рощи,д.10,"55.788940,37.519171",100.0,35000000,350000,55.788940000000004,37.519171,1
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",120.0,35000000,291666,55.661328000000005,37.509343,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",155.0,35500000,229032,55.665969,37.51432,1
Москва;район Тропарево-Никулино;ул. Коштоянца;д.20К1,район Тропарево-Никулино,ул. Коштоянца,д.20К1,"55.674352,37.477777",130.0,35950000,276538,55.674352,37.477777,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",149.0,35700000,239597,55.665969,37.51432,1
Москва;район Пресненский;ул. Трехгорный Вал;д.8,район Пресненский,ул. Трехгорный Вал,д.8,"55.759238,37.560565",95.2,38000000,399159,55.759238,37.560565000000004,1
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к3,район Очаково-Матвеевское,Нежинская ул.,д.1к3,"55.718831,37.477624",125.5,38990000,310677,55.71883100000001,37.477624,1
Москва;Московский;район Град Московский;Град Московский мкр;ул. Радужная;д.25,Град Московский мкр,ул. Радужная,д.25,"55.588593,37.375665",51.7,7200000,139264,55.588593,37.375665000000005,1
Москва;район Митино;Муравская ул.;д.42к3,район Митино,Муравская ул.,д.42к3,"55.858963,37.372970",47.3,7200000,152219,55.858963,37.37297,1
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",49.3,7272716,147400,55.643526,37.389292,1
Москва;район Кузьминки;Волгоградский просп.;д.52К2,район Кузьминки,Волгоградский просп.,д.52К2,"55.706137,37.751619",45.0,7250000,161111,55.706137,37.751619,1
Москва;район Богородское;Тюменский проезд;д.3С9,район Богородское,Тюменский проезд,д.3С9,"55.810885,37.739968",36.5,7276941,199150,55.810885,37.739968,1
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к6Б,Люберецкие Поля мкр,13-й кв-л,д.к6Б,"55.703202,37.950547",77.9,7250000,93068,55.703202000000005,37.950547,1
Москва;Зеленоград;район Крюково;просп. Георгиевский;д.37к1,район Крюково,просп. Георгиевский,д.37к1,"55.967015,37.154863",68.8,7334080,106600,55.967015,37.154863,1
Москва;район Московский;Родниковая ул.,unknown,Родниковая ул., 7с145,"55.632564,37.413014",57.5,7334800,127561,55.632564,37.413014000000004,1
Москва;район Выхино-Жулебино;Рязанский просп.;д.72К2,район Выхино-Жулебино,Рязанский просп.,д.72К2,"55.712041,37.811384",44.0,7300000,165909,55.712041000000006,37.811384000000004,1
Москва;район Соколиная гора;проезд Энтузиастов;д.17,район Соколиная гора,проезд Энтузиастов,д.17,"55.755621,37.718750",43.0,7300000,169767,55.755621,37.71875,1
Москва;район Московский;Родниковая ул.,unknown,Родниковая ул., 7с145,"55.632564,37.413014",56.9,7315500,128567,55.632564,37.413014000000004,1
Москва;пос. Коммунарка;район Сосенское;бул. Скандинавский;д.4к1,район Сосенское,бул. Скандинавский,д.4к1,"55.567097,37.496713",55.0,7300000,132727,55.567097,37.496713,1
Москва;район Отрадное;ул. Бестужевых;д.12А,район Отрадное,ул. Бестужевых,д.12А,"55.869233,37.607116",44.0,7350000,167045,55.869232999999994,37.607116,1
"Москва;Московский поселение;район Сосенское;Киевское шоссе, 23-й км;д.5к1",район Сосенское,"Киевское шоссе, 23-й км",д.5к1,"55.601985,37.411472",59.9,7379680,123200,55.601985,37.411471999999996,1
Москва;район Северное Бутово;Феодосийская ул.;д.11,район Северное Бутово,Феодосийская ул.,д.11,"55.563101,37.577202",42.7,7400000,173302,55.563101,37.577202,1
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",62.3,7482000,120096,55.702348,37.94482,1
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",62.4,7494000,120096,55.702348,37.94482,1
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",62.1,7458000,120096,55.702348,37.94482,1
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",62.4,7494000,120096,55.702348,37.94482,1
Москва;пос. Коммунарка;район Сосенское;ул. Бачуринская;д.13,район Сосенское,ул. Бачуринская,д.13,"55.576874,37.481585",40.0,7450000,186250,55.576874,37.481584999999995,1
Москва;район Бабушкинский;ул. Летчика Бабушкина;д.15,район Бабушкинский,ул. Летчика Бабушкина,д.15,"55.863550,37.673421",46.7,7500000,160599,55.86355,37.673421000000005,1
Москва;район Головинский;Кронштадтский бул.;д.15К1,район Головинский,Кронштадтский бул.,д.15К1,"55.842772,37.494189",38.5,7500000,194805,55.842772,37.494189,1
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",47.8,7552400,158000,55.789643999999996,37.810045,1
Москва;район Южное Медведково;Полярная ул.;д.7К1,район Южное Медведково,Полярная ул.,д.7К1,"55.873733,37.636105",43.4,7500000,172811,55.873732999999994,37.636105,1
Москва;район Ростокино;ул. 1-я Леонова,unknown,Ботанический Сад, Москва,"55.845192,37.639211",41.2,7568472,183789,55.845192000000004,37.639210999999996,0
Москва;район Северное Медведково;Широкая ул.;д.7К2,район Северное Медведково,Широкая ул.,д.7К2,"55.888912,37.655463",37.0,6700000,181081,55.888912,37.655463,1
Москва;Сосенское поселение;район Сосенское;ул. Сервантеса;д.3к2,район Сосенское,ул. Сервантеса,д.3к2,"55.591467,37.452651",42.5,6700000,157647,55.591467,37.452651,1
Москва;район Бирюлево Восточное;Михневская ул.;д.8,район Бирюлево Восточное,Михневская ул.,д.8,"55.579811,37.671310",46.3,6713500,145000,55.579811,37.67131,1
Москва;район Рязанский;2-я Институтская ул.;д.6С12,район Рязанский,2-я Институтская ул.,д.6С12,"55.723919,37.777117",39.2,6758080,172400,55.723918999999995,37.777117,1
Москва;район Гольяново;Амурская ул.;д.вл3,район Гольяново,Амурская ул.,д.вл3,"55.808478,37.758797",41.4,6750000,163043,55.808478,37.758796999999994,1
Москва;район Филевский парк;2-я Филевская ул.;д.5К3,район Филевский парк,2-я Филевская ул.,д.5К3,"55.736164,37.490604",27.0,6790000,251481,55.736164,37.490604,1
Москва;район Марьино;Донецкая ул.;д.30к1,район Марьино,Донецкая ул.,д.30к1,"55.645476,37.707215",37.5,6750000,180000,55.645476,37.707215000000005,1
Москва;район Орехово-Борисово Южное;Ясный ЖК,unknown,Каширское ш., 65к1,"55.599987,37.725343",33.0,6773700,205263,55.599987,37.725343,1
Москва;пос. Коммунарка;район Сосенское;ул. Бачуринская,пос. Коммунарка,11, Газопровод,"55.579154,37.481033",41.2,6768574,164285,55.579154,37.481033000000004,0
Москва;район Южное Бутово;Столичные поляны ЖК,unknown,ул. Поляны, 9 строение 1,"55.554532,37.556217",40.7,6799000,167051,55.554531999999995,37.556217,1
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.602281,37.730248",39.5,6865100,173800,55.602281000000005,37.730247999999996,1
Москва;район Дмитровский;Лобненская ул.;д.13А,район Дмитровский,Лобненская ул.,д.13А,"55.889820,37.528950",41.8,6812478,162900,55.88981999999999,37.52895,1
Москва;район Лефортово;ул. Золоторожский Вал;д.11С20,район Лефортово,ул. Золоторожский Вал,д.11С20,"55.750252,37.699849",31.5,6840300,217152,55.750252,37.699849,1
Москва;пос. Коммунарка;район Сосенское;ул. Лазурная;д.14,район Сосенское,ул. Лазурная,д.14,"55.566949,37.470833",43.0,6800000,158139,55.566949,37.470833,1
Москва;район Измайлово;Измайловский проезд;д.вл11,район Измайлово,Измайловский проезд,д.вл11,"55.796795,37.765992",35.7,6866756,192400,55.796794999999996,37.765992,1
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",38.3,6814910,177934,55.643526,37.389292,1
Москва;район Некрасовка;ул. Липчанского;д.4,район Некрасовка,ул. Липчанского,д.4,"55.704266,37.935819",38.7,6818280,176182,55.704266000000004,37.935819,1
Москва;район Алексеевский;ул. Кибальчича;д.11К1,район Алексеевский,ул. Кибальчича,д.11К1,"55.816525,37.651044",31.1,6800000,218649,55.816525,37.651044,1
Москва;район Головинский;Ленинградское ш.;д.58,район Головинский,Ленинградское ш.,д.58,"55.843476,37.481538",35.2,6850000,194602,55.843476,37.481538,1
Москва;район Котловка;Нагорный бул.;д.5К2,район Котловка,Нагорный бул.,д.5К2,"55.674352,37.594189",32.0,6875000,214843,55.674352,37.594189,1
Москва;Московский;район Первый Московский Город-Парк;ул. Бианки;д.4К2,район Первый Московский Город-Парк,ул. Бианки,д.4К2,"55.601940,37.360016",37.7,6800000,180371,55.60194,37.360015999999995,1
Москва;район Южное Бутово;Скобелевская ул.;д.3К1,район Южное Бутово,Скобелевская ул.,д.3К1,"55.549536,37.557475",35.7,6800000,190476,55.549535999999996,37.557475,1
Москва;район Новокосино;Салтыковская ул.;д.33К1,район Новокосино,Салтыковская ул.,д.33К1,"55.740350,37.874913",39.0,6800000,174358,55.74035,37.874913,1
Москва;район Коптево;Старокоптевский пер.;д.8С5,район Коптево,Старокоптевский пер.,д.8С5,"55.836968,37.518274",33.2,6920000,208433,55.836968000000006,37.518274,1
Москва;район Ховрино;ул. Дыбенко,unknown,ул. Дыбенко, 1 строение 1,"55.867591,37.483547",33.1,6928483,209572,55.867591000000004,37.483546999999994,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",81.9,37500000,457651,55.761770999999996,37.549184000000004,1
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",63.5,45000000,708661,55.727886,37.536356,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к1,район Пресненский,ул. Сергея Макеева,д.9к1,"55.760915,37.550208",93.0,49000000,526881,55.760915000000004,37.550208000000005,1
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",110.0,50000000,454545,55.798480000000005,37.520671,1
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",101.7,55000000,540806,55.725331000000004,37.573716999999995,1
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к5,район Тропарево-Никулино,просп. Вернадского,д.94к5,"55.652197,37.473042",100.0,60000000,600000,55.652196999999994,37.473042,1
Москва;район Пресненский;Большая Грузинская ул.;д.37,район Пресненский,Большая Грузинская ул.,д.37,"55.768972,37.580104",126.9,69000000,543735,55.768972,37.580104,1
Москва;район Хамовники;ул. Усачева;д.2С3,район Хамовники,ул. Усачева,д.2С3,"55.730426,37.574067",105.0,110000000,1047619,55.730426,37.574067,1
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,Unnamed Road, Москва,"55.487752,36.921827",51.1,3253000,63659,55.487752,36.921827,0
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК;Кленовый кв-л,район Новофёдоровское,Таманская ул., 3,"55.499532,36.921049",51.1,3286000,64305,55.499531999999995,36.921049,1
Москва;Филимонковское поселение;район Филимонковское;ул. Харлампиева;д.48к1,район Филимонковское,ул. Харлампиева,д.48к1,"55.549786,37.312999",52.0,4675000,89903,55.549786,37.312999,1
Москва;Марушкинское поселение;пос. Совхоза Крекшино;район Марушкинское;ул. Южная;д.11,район Марушкинское,ул. Южная,д.11,"55.589478,37.113411",43.6,5200000,119266,55.589478,37.113411,1
Москва;Щербинка;район Щербинка;ул. Театральная;д.12,район Щербинка,ул. Театральная,д.12,"55.503793,37.565084",42.9,5600000,130536,55.503793,37.565084000000006,1
Москва;пос. Подсобного хозяйства Воскресенское;район Воскресенское;д.12А,пос. Подсобного хозяйства Воскресенское,район Воскресенское,д.12А,"55.523295,37.444772",39.0,5800000,148717,55.523295,37.444772,1
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",35.5,5857500,165000,55.819049,37.648798,1
Москва;Филимонковское поселение;район Филимонковское;Благодать кп;ул. Генерала Трошева;д.30,Благодать кп,ул. Генерала Трошева,д.30,"55.565656,37.342023",70.0,6100000,87142,55.565656000000004,37.342023,1
Москва;Московский;район 1-й;1-й мкр;д.23,район 1-й,1-й мкр,д.23,"55.603578,37.353935",43.0,6300000,146511,55.603578000000006,37.353935,1
Москва;Щербинка;район Щербинка;ул. Космонавтов;д.12,район Щербинка,ул. Космонавтов,д.12,"55.515125,37.535457",53.8,6300000,117100,55.515125,37.535457,1
Москва;район Алексеевский;Ярославская ул.;д.10к5,район Алексеевский,Ярославская ул.,д.10к5,"55.819049,37.648798",37.7,6409000,170000,55.819049,37.648798,1
Москва;район Выхино-Жулебино;Рязанский просп.;д.82К1,район Выхино-Жулебино,Рязанский просп.,д.82К1,"55.708785,37.826754",45.0,6750000,150000,55.708785,37.826754,1
Москва;район Западное Дегунино;Базовская ул.;д.4К1,район Западное Дегунино,Базовская ул.,д.4К1,"55.874546,37.507376",45.0,6900000,153333,55.874545999999995,37.507376,1
Москва;пос. Коммунарка;район Сосенское;д.108,пос. Коммунарка,район Сосенское,д.108,"55.561645,37.473438",40.0,6900000,172500,55.561645,37.473438,1
Москва;район Дмитровский;Яхромская ул.;д.3К3,район Дмитровский,Яхромская ул.,д.3К3,"55.883308,37.538161",46.6,6990000,150000,55.88330799999999,37.538160999999995,1
Москва;район Выхино-Жулебино;Ферганский проезд;д.3К2,район Выхино-Жулебино,Ферганский проезд,д.3К2,"55.696499,37.825514",45.0,6950000,154444,55.696498999999996,37.825514,1
Москва;район Москворечье-Сабурово;Каширское ш.;д.40,район Москворечье-Сабурово,Каширское ш.,д.40,"55.648921,37.661132",36.5,7000000,191780,55.648920999999994,37.661132,1
Москва;район Щукино;ул. Берзарина;д.28Ак3,район Щукино,ул. Берзарина,д.28Ак3,"55.790049,37.475522",50.0,15500000,310000,55.790048999999996,37.475522,1
Москва;район Отрадное;Северный бул.;д.3К1,район Отрадное,Северный бул.,д.3К1,"55.866111,37.604610",64.0,16250000,253906,55.866111,37.60461,1
Москва;район Войковский;ул. Адмирала Макарова;д.6Бк2,район Войковский,ул. Адмирала Макарова,д.6Бк2,"55.836191,37.491512",68.0,16500000,242647,55.83619100000001,37.491512,1
Москва;район Хамовники;Учебный пер.;д.2,район Хамовники,Учебный пер.,д.2,"55.723972,37.558616",57.0,16500000,289473,55.723971999999996,37.558616,1
Москва;район Беговой;Ленинградский просп.;д.29к3,район Беговой,Ленинградский просп.,д.29к3,"55.784303,37.562775",65.0,16800000,258461,55.784303,37.562775,1
Москва;район Бутырский;Новодмитровская ул.;д.2к4,район Бутырский,Новодмитровская ул.,д.2к4,"55.804046,37.590659",70.0,16900000,241428,55.804046,37.590659,1
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",74.5,18800000,252348,55.661328000000005,37.509343,1
Москва;район Якиманка;ул. Большая Полянка;д.1/3,район Якиманка,ул. Большая Полянка,д.1/3,"55.742220,37.616629",52.0,19500000,375000,55.742219999999996,37.616628999999996,1
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",67.0,19500000,291044,55.77080600000001,37.564212,1
Москва;район Войковский;Ленинградское ш.;д.25к3,район Войковский,Ленинградское ш.,д.25к3,"55.828162,37.487874",60.0,19500000,325000,55.828162,37.487874,1
Москва;район Обручевский;Ленинский просп.;д.111к1,район Обручевский,Ленинский просп.,д.111к1,"55.661328,37.509343",78.0,19800000,253846,55.661328000000005,37.509343,1
Москва;район Арбат;Смоленская пл.;д.13/21,район Арбат,Смоленская пл.,д.13/21,"55.749410,37.582125",67.0,20500000,305970,55.74941,37.582125,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с6,район Раменки,Мосфильмовская ул.,д.88к2с6,"55.705488,37.493308",47.9,21000000,438413,55.705488,37.493308,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с7,район Раменки,Мосфильмовская ул.,д.88к2с7,"55.705062,37.495518",48.0,21600000,450000,55.705062,37.495518,1
Москва;район Тропарево-Никулино;просп. Вернадского;д.92К1,район Тропарево-Никулино,просп. Вернадского,д.92К1,"55.655209,37.475935",85.5,23000000,269005,55.655209,37.475935,1
Москва;район Коньково;Профсоюзная ул.;д.104,район Коньково,Профсоюзная ул.,д.104,"55.641920,37.523456",82.0,23500000,286585,55.64191999999999,37.523456,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",106.0,24350000,229716,55.665969,37.51432,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",101.0,24250000,240099,55.665969,37.51432,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с5,район Раменки,Мосфильмовская ул.,д.88к2с5,"55.704935,37.492105",78.0,26000000,333333,55.704935,37.492105,1
Москва;район Ломоносовский;ул. Архитектора Власова;д.8,район Ломоносовский,ул. Архитектора Власова,д.8,"55.678164,37.548699",90.0,26000000,288888,55.678164,37.548699,1
Москва;район Дорогомилово;Кутузовский просп.;д.26К1,район Дорогомилово,Кутузовский просп.,д.26К1,"55.743325,37.542392",71.0,29700000,418309,55.743325,37.542392,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",83.2,33000000,396634,55.70409300000001,37.493156,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",82.0,37900000,462195,55.761770999999996,37.549184000000004,1
Москва;район Сокольники;Русаковская ул.;д.31,район Сокольники,Русаковская ул.,д.31,"55.788424,37.678541",109.0,39500000,362385,55.788424,37.678540999999996,1
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",103.0,45000000,436893,55.747115,37.539078,1
Москва;район Даниловский;Хавская ул.;д.3,район Даниловский,Хавская ул.,д.3,"55.718760,37.613943",109.0,32000000,293577,55.718759999999996,37.613943,1
Москва;район Тверской;Долгоруковская ул.;д.5,район Тверской,Долгоруковская ул.,д.5,"55.773241,37.603657",107.8,36551832,339070,55.773241000000006,37.603657,1
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242,55.787183999999996,37.521345000000004,1
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242,55.787183999999996,37.521345000000004,1
Москва;район Хорошевский;проезд Березовой Рощи;д.10,район Хорошевский,проезд Березовой Рощи,д.10,"55.788940,37.519171",150.0,53000000,353333,55.788940000000004,37.519171,1
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",159.6,65000000,407268,55.723237,37.527903,1
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",140.0,97681620,697725,55.723237,37.527903,1
Москва;район Якиманка;ул. Большая Полянка;д.61С2,район Якиманка,ул. Большая Полянка,д.61С2,"55.730994,37.623070",179.9,107134680,595523,55.730993999999995,37.62307,1
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",238.0,120000000,504201,55.798480000000005,37.520671,1
Москва;район Якиманка;1-й Голутвинский пер.;д.7,район Якиманка,1-й Голутвинский пер.,д.7,"55.736635,37.611131",225.0,252081600,1120362,55.736635,37.611131,1
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",291.8,126040800,431942,55.747115,37.539078,1
Москва;район Пресненский;Дружинниковская ул.;д.11/2,район Пресненский,Дружинниковская ул.,д.11/2,"55.757531,37.575028",157.0,50000000,318471,55.75753100000001,37.575028,1
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",120.7,18420000,152609,55.835482999999996,37.658338,1
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242,55.787183999999996,37.521345000000004,1
Москва;район Хорошевский;Чапаевский пер.;д.3,район Хорошевский,Чапаевский пер.,д.3,"55.798480,37.520671",186.0,96000000,516129,55.798480000000005,37.520671,1
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",143.0,19400000,135664,55.835482999999996,37.658338,1
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",138.7,19795000,142718,55.834568000000004,37.659622,1
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",144.7,20642000,142653,55.834568000000004,37.659622,1
Москва;район Ростокино;просп. Мира;д.188Бк3,район Ростокино,просп. Мира,д.188Бк3,"55.835483,37.658338",144.0,21500000,149305,55.835482999999996,37.658338,1
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",165.0,23218000,140715,55.834568000000004,37.659622,1
Москва;район Коньково;ул. Введенского;д.23К2,район Коньково,ул. Введенского,д.23К2,"55.637307,37.537694",123.0,26600000,216260,55.63730699999999,37.537694,1
Москва;район Черемушки;Новочеремушкинская ул.;д.44К2,район Черемушки,Новочеремушкинская ул.,д.44К2,"55.673549,37.567743",153.1,46695500,305000,55.673549,37.567743,1
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",149.4,48000000,321285,55.785711,37.521381,1
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",150.0,48000000,320000,55.785711,37.521381,1
Москва;район Хорошевский;Ходынский бул.;д.17,район Хорошевский,Ходынский бул.,д.17,"55.787184,37.521345",161.0,48500000,301242,55.787183999999996,37.521345000000004,1
Москва;район Бутырский;Новодмитровская ул.;д.2к7,район Бутырский,Новодмитровская ул.,д.2к7,"55.802462,37.591934",66.1,13650000,206505,55.802462,37.591934,1
Москва;пос. Коммунарка;район Сосенское;ул. Лазурная;д.14,район Сосенское,ул. Лазурная,д.14,"55.566949,37.470833",95.7,13700000,143155,55.566949,37.470833,1
Москва;район Отрадное;Нововладыкинский проезд;д.1к2,район Отрадное,Нововладыкинский проезд,д.1к2,"55.850368,37.578181",76.6,13700000,178851,55.850368,37.578181,1
Москва;район Восточное Дегунино;Дубнинская ул.;д.22к6,район Восточное Дегунино,Дубнинская ул.,д.22к6,"55.872627,37.561643",82.0,13860000,169024,55.872627,37.561643,1
Москва;район Коптево;проезд Черепановых;д.32,район Коптево,проезд Черепановых,д.32,"55.841311,37.529151",85.0,14000000,164705,55.841311,37.529151,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",93.8,13970000,148933,55.55759200000001,37.55469,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,14013000,162941,55.55759200000001,37.55469,1
Москва;район Солнцево;Боровское ш.;д.2к6,район Солнцево,Боровское ш.,д.2к6,"55.661592,37.416979",88.0,13980000,158863,55.661592000000006,37.416979,1
Москва;район Северный;Дмитровское ш.;д.122Гк1,район Северный,Дмитровское ш.,д.122Гк1,"55.920668,37.547252",76.8,14700000,191406,55.920668000000006,37.547252,1
Москва;район Ломоносовский;ул. Строителей;д.5К2,район Ломоносовский,ул. Строителей,д.5К2,"55.684366,37.533993",79.5,14800000,186163,55.684366000000004,37.533993,1
Москва;район Головинский;Кронштадтский бул.;д.6к5,район Головинский,Кронштадтский бул.,д.6к5,"55.840533,37.493614",65.7,15000000,228310,55.84053299999999,37.493614,1
Москва;район Нагатино-Садовники;1-й Нагатинский проезд;д.11к3,район Нагатино-Садовники,1-й Нагатинский проезд,д.11к3,"55.676585,37.634092",101.4,15200000,149901,55.676584999999996,37.634091999999995,1
Москва;район Хорошево-Мневники;ул. Народного Ополчения;д.11,район Хорошево-Мневники,ул. Народного Ополчения,д.11,"55.772416,37.474417",62.0,15500000,250000,55.772416,37.474416999999995,1
Москва;район Южное Тушино;ул. Фабрициуса;д.18,район Южное Тушино,ул. Фабрициуса,д.18,"55.843965,37.446910",80.3,15790000,196637,55.843965000000004,37.446909999999995,1
Москва;Сосенское поселение;пос. Газопровод;район Сосенское;д.18к1,пос. Газопровод,район Сосенское,д.18к1,"55.579429,37.482421",121.0,16300000,134710,55.579429000000005,37.482421,1
Москва;район Северное Медведково;Широкая ул.;д.30,район Северное Медведково,Широкая ул.,д.30,"55.885963,37.678460",116.8,16397000,140385,55.885963000000004,37.67846,1
Москва;район Ломоносовский;ул. Академика Пилюгина;д.14К4,район Ломоносовский,ул. Академика Пилюгина,д.14К4,"55.671422,37.533185",77.1,16399000,212697,55.671422,37.533184999999996,1
Москва;район Беговой;Ленинградский просп.;д.29к1,район Беговой,Ленинградский просп.,д.29к1,"55.785169,37.564033",68.0,16500000,242647,55.785168999999996,37.564033,1
Москва;район Головинский;Кронштадтский бул.;д.6к2,район Головинский,Кронштадтский бул.,д.6к2,"55.841261,37.494422",70.0,16500000,235714,55.841260999999996,37.494422,1
Москва;район Тропарево-Никулино;ул. Академика Анохина;д.5К1,район Тропарево-Никулино,ул. Академика Анохина,д.5К1,"55.663832,37.474641",69.9,16600000,237482,55.66383199999999,37.474641,1
Москва;район Тропарево-Никулино;ул. Академика Анохина;д.5К1,район Тропарево-Никулино,ул. Академика Анохина,д.5К1,"55.663832,37.474641",69.9,16600000,237482,55.66383199999999,37.474641,1
Москва;район Южное Бутово;ул. Адмирала Лазарева;д.63к2,район Южное Бутово,ул. Адмирала Лазарева,д.63к2,"55.536543,37.506765",87.6,16750000,191210,55.536543,37.506765,1
Москва;район Очаково-Матвеевское;Озерная ул.;д.4к1,район Очаково-Матвеевское,Озерная ул.,д.4к1,"55.686939,37.465191",75.2,16800000,223404,55.686939,37.465191,1
