address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct
Москва;район Раменки;Мосфильмовская ул.;д.88к4с1,район Раменки,Мосфильмовская ул.,д.88к4с1,"55.703185,37.491548",140.0,54000000,385714,55.703185,37.491548,1
Москва;район Проспект Вернадского;Ленинский просп.;д.98К1,район Проспект Вернадского,Ленинский просп.,д.98К1,"55.669894,37.515371",182.0,58500000,321428,55.66989399999999,37.515371,1
Москва;район Щукино;ул. Маршала Соколовского;д.5,район Щукино,ул. Маршала Соколовского,д.5,"55.792766,37.487856",175.0,65000000,371428,55.792766,37.487856,1
Москва;район Раменки;Мосфильмовская ул.;д.70к1,район Раменки,Мосфильмовская ул.,д.70к1,"55.714876,37.504636",186.0,78000000,419354,55.714876000000004,37.504636,1
Москва;район Хамовники;Комсомольский просп.;д.42С2,район Хамовники,Комсомольский просп.,д.42С2,"55.721731,37.572899",210.8,140000000,664136,55.721731000000005,37.572899,1
Москва;район Хамовники;Малая Пироговская ул.;д.8,район Хамовники,Малая Пироговская ул.,д.8,"55.729610,37.570474",190.0,150000000,789473,55.72961,37.570474,1
Москва;район Хамовники;Малая Пироговская ул.;д.8,район Хамовники,Малая Пироговская ул.,д.8,"55.729610,37.570474",190.0,150000000,789473,55.72961,37.570474,1
Москва;район Северное Медведково;Широкая ул.;д.30,район Северное Медведково,Широкая ул.,д.30,"55.885963,37.678460",82.0,12300000,150000,55.885963000000004,37.67846,1
Москва;район Ростокино;просп. Мира;д.188Бк1,район Ростокино,просп. Мира,д.188Бк1,"55.834446,37.657988",143.7,20742394,144345,55.834446,37.657988,1
Москва;район Ростокино;Триколор ЖК,unknown,Ростокинская ул., 2 строение 13,"55.834780,37.658562",167.0,22840000,136766,55.83478,37.658561999999996,1
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",102.0,25000000,245098,55.699954000000005,37.63712,1
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",148.0,35250000,238175,55.80653,37.545995,1
Москва;район Даниловский;ул. Архитектора Щусева;д.1,район Даниловский,ул. Архитектора Щусева,д.1,"55.699954,37.637120",39.1,10000000,255754,55.699954000000005,37.63712,1
Москва;район Строгино;ул. Твардовского;д.12к3,район Строгино,ул. Твардовского,д.12к3,"55.793242,37.401042",42.0,10500000,250000,55.793242000000006,37.401042,1
Москва;район Беговой;Искра Парк ЖК,unknown,Ленинградский пр-т., 35 строение 8,"55.790094,37.550819",44.4,11100000,250000,55.790093999999996,37.550819,1
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",46.0,11500000,250000,55.736265,37.493632,1
Москва;район Филевский парк;2-я Филевская ул.;д.6,район Филевский парк,2-я Филевская ул.,д.6,"55.736265,37.493632",47.5,11500000,242105,55.736265,37.493632,1
Москва;район Беговой;Ленинградский просп.;д.31С31,район Беговой,Ленинградский просп.,д.31С31,"55.785058,37.561616",40.8,11800000,289215,55.78505799999999,37.561616,1
Москва;район Басманный;Нижняя Красносельская ул.;д.35С1,район Басманный,Нижняя Красносельская ул.,д.35С1,"55.776294,37.672163",54.6,12673534,232116,55.77629399999999,37.672163,1
Москва;район Аэропорт;ул. Черняховского;д.19,район Аэропорт,ул. Черняховского,д.19,"55.809160,37.541126",44.2,13397000,303099,55.80916,37.541126,1
Москва;район Обручевский;Ленинский просп.;д.119,район Обручевский,Ленинский просп.,д.119,"55.651516,37.488727",50.0,14200000,284000,55.651516,37.488727000000004,1
Москва;район Пресненский;Ходынская ул.;д.2,район Пресненский,Ходынская ул.,д.2,"55.770806,37.564212",45.5,14900000,327472,55.77080600000001,37.564212,1
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",42.0,16490000,392619,55.781626,37.580894,1
Москва;район Щукино;Щукинская ул.;д.8к1,район Щукино,Щукинская ул.,д.8к1,"55.808953,37.479205",56.0,17100000,305357,55.808953,37.479205,1
Москва;район Даниловский;ул. Серпуховский Вал;д.21к3,район Даниловский,ул. Серпуховский Вал,д.21к3,"55.710038,37.608940",58.0,18300000,315517,55.710038,37.608940000000004,1
Москва;район Пресненский;ул. Сергея Макеева;д.9,район Пресненский,ул. Сергея Макеева,д.9,"55.761558,37.549067",47.0,19480000,414468,55.761557999999994,37.549067,1
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",58.0,19900000,343103,55.710809,37.610403999999996,1
Москва;район Раменки;ул. Столетова;д.15,район Раменки,ул. Столетова,д.15,"55.702693,37.499013",60.0,21450000,357500,55.702693000000004,37.499013,1
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к2,район Тропарево-Никулино,просп. Вернадского,д.94к2,"55.652796,37.474192",58.3,23900000,409948,55.652795999999995,37.474191999999995,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с6,район Раменки,Мосфильмовская ул.,д.88к2с6,"55.705488,37.493308",77.9,28500000,365853,55.705488,37.493308,1
Москва;район Пресненский;ул. Сергея Макеева;д.9,район Пресненский,ул. Сергея Макеева,д.9,"55.761558,37.549067",57.0,31000000,543859,55.761557999999994,37.549067,1
Москва;район Хамовники;ул. Ефремова;д.10к1,район Хамовники,ул. Ефремова,д.10к1,"55.725331,37.573717",67.0,39140000,584179,55.725331000000004,37.573716999999995,1
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,Unnamed Road, Москва,"55.485620,36.921484",33.8,2577000,76242,55.48562,36.921484,0
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;Борисоглебское ЖК,д. Зверево,Лосиный ул., 2,"55.498495,36.916222",34.8,2784000,80000,55.498495,36.916222,1
Москва;Филимонковское поселение;район Филимонковское;ул. Харлампиева;д.50к3,район Филимонковское,ул. Харлампиева,д.50к3,"55.548706,37.311112",40.0,3500000,87500,55.548706,37.311112,1
Москва;Новофедоровское поселение;д. Зверево;район Новофёдоровское;ул. Борисоглебская Слобода;д.8,район Новофёдоровское,ул. Борисоглебская Слобода,д.8,"55.497409,36.912557",34.2,3650000,106725,55.497409,36.912557,1
Москва;Зеленоград;район Матушкино;д.к200Г,Зеленоград,район Матушкино,д.к200Г,"56.004529,37.198832",33.0,4300000,130303,56.004529000000005,37.198832,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.4,5500000,139593,55.70401700000001,37.940921,1
Москва;район Некрасовка;ул. Вертолетчиков;д.11,район Некрасовка,ул. Вертолетчиков,д.11,"55.702901,37.940975",39.6,5500000,138888,55.702901000000004,37.940975,1
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",39.3,5546650,141136,55.698781999999994,37.930887,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.2,5532600,141137,55.70401700000001,37.940921,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.2,5518550,140779,55.70401700000001,37.940921,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.2,5532600,141137,55.70401700000001,37.940921,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.3,5532600,140778,55.70401700000001,37.940921,1
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",39.3,5546650,141136,55.698781999999994,37.930887,1
Москва;район Некрасовка;Покровская ул.;д.17к5,район Некрасовка,Покровская ул.,д.17к5,"55.698782,37.930887",39.3,5546650,141136,55.698781999999994,37.930887,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",39.3,5546650,141136,55.70401700000001,37.940921,1
Москва;район Ярославский;ул. Красная Сосна,unknown,ул. Красная Сосна, 3,"55.850043,37.683113",34.8,5606280,161100,55.85004300000001,37.683113,1
Москва;Сосенское поселение;д. Столбово;район Сосенское;Южное Бунино ЖК,д. Столбово,Сосенское, Поселение,"55.540685,37.457174",44.4,5600000,126126,55.540684999999996,37.457174,0
Москва;район Некрасовка;Люберецкие Поля мкр;12-й кв-л;д.к7,Люберецкие Поля мкр,12-й кв-л,д.к7,"55.708147,37.933419",38.2,5647929,147851,55.708147,37.933419,1
Москва;район Некрасовка;Покровская ул.;д.17Ак3,район Некрасовка,Покровская ул.,д.17Ак3,"55.698619,37.933672",39.8,5616900,141128,55.698618999999994,37.933671999999994,1
Москва;район Некрасовка;Покровская ул.;д.17Ак3,район Некрасовка,Покровская ул.,д.17Ак3,"55.698619,37.933672",39.8,5616900,141128,55.698618999999994,37.933671999999994,1
Москва;район Некрасовка;Покровская ул.;д.17Ак3,район Некрасовка,Покровская ул.,д.17Ак3,"55.698619,37.933672",39.7,5602850,141129,55.698618999999994,37.933671999999994,1
Москва;район Некрасовка;Покровская ул.;д.17Ак2,район Некрасовка,Покровская ул.,д.17Ак2,"55.698939,37.934929",40.0,5645000,141125,55.698939,37.934929,1
Москва;район Некрасовка;ул. Вертолетчиков;д.11,район Некрасовка,ул. Вертолетчиков,д.11,"55.702901,37.940975",40.0,5645000,141125,55.702901000000004,37.940975,1
Москва;район Некрасовка;ул. Вертолетчиков;д.11,район Некрасовка,ул. Вертолетчиков,д.11,"55.702901,37.940975",39.7,5602850,141129,55.702901000000004,37.940975,1
Москва;район Некрасовка;Покровская ул.;д.17Ак3,район Некрасовка,Покровская ул.,д.17Ак3,"55.698619,37.933672",39.7,5616900,141483,55.698618999999994,37.933671999999994,1
Москва;район Некрасовка;Покровская ул.;д.17Ак3,район Некрасовка,Покровская ул.,д.17Ак3,"55.698619,37.933672",39.8,5616900,141128,55.698618999999994,37.933671999999994,1
Москва;район Бутырский;Фонвизинский ЖК;д.к4,район Бутырский,Фонвизинский ЖК,д.к4,"55.821764,37.593371",24.1,5615300,233000,55.821764,37.593371000000005,1
Москва;район Гольяново;Щелковское ш.;д.49,район Гольяново,Щелковское ш.,д.49,"55.810759,37.788585",33.0,5600000,169696,55.810759,37.788585,1
Москва;район Митино;Муравская ул.;д.38к2,район Митино,Муравская ул.,д.38к2,"55.862681,37.372440",34.0,5650000,166176,55.86268100000001,37.372440000000005,1
Москва;район Некрасовка;Покровская ул.;д.17Ак2,район Некрасовка,Покровская ул.,д.17Ак2,"55.698939,37.934929",40.1,5659050,141123,55.698939,37.934929,1
Москва;район Солнцево;ул. Главмосстроя;д.7,район Солнцево,ул. Главмосстроя,д.7,"55.653888,37.407196",90.0,15200000,168888,55.653888,37.407196,1
Москва;район Хорошевский;Ходынский бул.;д.13,район Хорошевский,Ходынский бул.,д.13,"55.785721,37.524094",118.6,35500000,299325,55.785720999999995,37.524094,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,13970000,162441,55.55759200000001,37.55469,1
Москва;район Восточное Измайлово;12-я Парковая ул.;д.5,район Восточное Измайлово,12-я Парковая ул.,д.5,"55.789644,37.810045",98.0,16856000,172000,55.789643999999996,37.810045,1
Москва;район Замоскворечье;Садовническая ул.;д.57С1,район Замоскворечье,Садовническая ул.,д.57С1,"55.740558,37.640929",84.0,48800000,580952,55.74055799999999,37.640929,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,13970000,162441,55.55759200000001,37.55469,1
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",117.0,57000000,487179,55.722142000000005,37.618569,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",86.0,12777000,148569,55.55759200000001,37.55469,1
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",100.1,17617600,176000,55.693622,37.469189,1
Москва;район Ломоносовский;ул. Строителей;д.3,район Ломоносовский,ул. Строителей,д.3,"55.685100,37.537300",79.0,27400000,346835,55.6851,37.5373,1
Москва;район Пресненский;наб. Пресненская;д.8с1,район Пресненский,наб. Пресненская,д.8с1,"55.747115,37.539078",106.0,68900000,650000,55.747115,37.539078,1
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",100.0,35000000,350000,55.723237,37.527903,1
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.68К2,район Хорошево-Мневники,просп. Маршала Жукова,д.68К2,"55.779676,37.456810",170.0,37750000,222058,55.779676,37.45681,1
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.7С6,район Хорошево-Мневники,3-я Хорошевская ул.,д.7С6,"55.786920,37.491979",112.3,20101000,178993,55.786919999999995,37.491979,1
Москва;район Хорошево-Мневники;3-я Хорошевская ул.;д.7к2,район Хорошево-Мневники,3-я Хорошевская ул.,д.7к2,"55.786870,37.494979",119.5,21271000,178000,55.78686999999999,37.494979,1
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",127.3,31009000,243628,55.848583999999995,37.636931,1
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",108.9,31709000,291202,55.848583999999995,37.636931,1
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",115.8,32210000,278079,55.848583999999995,37.636931,1
Москва;район Свиблово;Лазоревый проезд;д.3С3,район Свиблово,Лазоревый проезд,д.3С3,"55.848584,37.636931",110.7,32811000,296449,55.848583999999995,37.636931,1
Москва;район Аэропорт;Кочновский проезд;д.4к1,район Аэропорт,Кочновский проезд,д.4к1,"55.806646,37.542958",103.5,30000000,289855,55.80664599999999,37.542958,1
Москва;район Некрасовка;1-я Вольская ул.;д.15К1,район Некрасовка,1-я Вольская ул.,д.15К1,"55.684097,37.926593",72.0,9500000,131944,55.684096999999994,37.926593,1
Москва;район Некрасовка;Люберецкие Поля мкр;13-й кв-л;д.к14,Люберецкие Поля мкр,13-й кв-л,д.к14,"55.703459,37.945116",76.0,7164672,94272,55.703458999999995,37.945116,1
Москва;район Некрасовка;ул. Вертолетчиков;д.4к6,район Некрасовка,ул. Вертолетчиков,д.4к6,"55.702784,37.946625",82.2,8585790,104450,55.702783999999994,37.946625,1
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.1,8427000,109299,55.701586999999996,37.946598,1
Москва;район Некрасовка;ул. Лавриненко;д.5,район Некрасовка,ул. Лавриненко,д.5,"55.701587,37.946598",77.4,8427120,108877,55.701586999999996,37.946598,1
Москва;район Южное Бутово;Бартеневская ул.;д.9,район Южное Бутово,Бартеневская ул.,д.9,"55.551110,37.537559",54.0,8100000,150000,55.551109999999994,37.537559,1
Москва;район Красносельский;3-й Красносельский пер.;д.19С4,район Красносельский,3-й Красносельский пер.,д.19С4,"55.784116,37.656002",56.2,11802000,210000,55.784116000000004,37.656002,1
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",72.5,13607500,187689,55.693622,37.469189,1
Москва;район Донской;Ленинский просп.;д.37А,район Донской,Ленинский просп.,д.37А,"55.708587,37.586670",37.2,16500000,443548,55.708587,37.58667,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",72.7,36450000,501651,55.761770999999996,37.549184000000004,1
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",72.5,13607500,187689,55.693622,37.469189,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к4,район Пресненский,ул. Сергея Макеева,д.9к4,"55.761771,37.549184",81.8,36950000,451490,55.761770999999996,37.549184000000004,1
Москва;район Дмитровский;Дмитровское ш.;д.107к3Б,район Дмитровский,Дмитровское ш.,д.107к3Б,"55.879622,37.542689",47.2,8600000,182203,55.879622,37.542689,1
Москва;район Восточное Измайлово;Нижняя Первомайская ул.;д.60,район Восточное Измайлово,Нижняя Первомайская ул.,д.60,"55.791152,37.815866",60.0,12900000,215000,55.791152000000004,37.815866,1
Москва;район Раменки;ул. Лобачевского;д.118к5,район Раменки,ул. Лобачевского,д.118к5,"55.693206,37.470383",67.5,14603000,216340,55.693206,37.470383,1
Москва;район Хорошевский;ул. Авиаконструктора Сухого;д.2к1,район Хорошевский,ул. Авиаконструктора Сухого,д.2к1,"55.786313,37.542428",77.4,22180000,286563,55.786313,37.542428,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к3,район Пресненский,ул. Сергея Макеева,д.9к3,"55.762100,37.550064",57.0,24000000,421052,55.7621,37.550064,1
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",74.0,25299000,341878,55.785711,37.521381,1
Москва;район Даниловский;ул. Серпуховский Вал;д.21к3,район Даниловский,ул. Серпуховский Вал,д.21к3,"55.710038,37.608940",81.0,28400000,350617,55.710038,37.608940000000004,1
Москва;район Хорошевский;ул. Гризодубовой;д.2,район Хорошевский,ул. Гризодубовой,д.2,"55.782572,37.531936",94.0,34000000,361702,55.782571999999995,37.531936,1
Москва;район Отрадное;Высоковольтный проезд;д.1к6,район Отрадное,Высоковольтный проезд,д.1к6,"55.875213,37.590686",56.0,10200000,182142,55.875213,37.590686,1
Москва;район Южное Бутово;ул. Поляны;д.5,район Южное Бутово,ул. Поляны,д.5,"55.557592,37.554690",73.7,10755000,145929,55.55759200000001,37.55469,1
Москва;район Раменки;ул. Лобачевского;д.118к1,район Раменки,ул. Лобачевского,д.118к1,"55.693622,37.469189",66.5,13900000,209022,55.693622,37.469189,1
Москва;район Ростокино;просп. Мира;д.188Бк4,район Ростокино,просп. Мира,д.188Бк4,"55.834568,37.659622",93.5,15991000,171026,55.834568000000004,37.659622,1
Москва;район Щукино;ул. Маршала Рыбалко;д.2к4,район Щукино,ул. Маршала Рыбалко,д.2к4,"55.797483,37.495096",71.1,21588672,303552,55.79748299999999,37.495096000000004,1
Москва;район Хорошевский;ул. Гризодубовой;д.4К4,район Хорошевский,ул. Гризодубовой,д.4К4,"55.785711,37.521381",74.0,25300000,341891,55.785711,37.521381,1
Москва;район Пресненский;ул. Сергея Макеева;д.9к1,район Пресненский,ул. Сергея Макеева,д.9к1,"55.760915,37.550208",67.0,27500000,410447,55.760915000000004,37.550208000000005,1
Москва;район Хорошевский;ул. Гризодубовой;д.2,район Хорошевский,ул. Гризодубовой,д.2,"55.782572,37.531936",102.0,33900000,332352,55.782571999999995,37.531936,1
Москва;район Коньково;ул. Бутлерова;д.7Б,район Коньково,ул. Бутлерова,д.7Б,"55.653726,37.529834",40.1,7390000,184289,55.653726,37.529834,1
Москва;район Гольяново;Камчатская ул.;д.21,район Гольяново,Камчатская ул.,д.21,"55.829092,37.820619",52.3,7500000,143403,55.829092,37.820619,1
Москва;район Пресненский;ул. Климашкина;д.17С2,район Пресненский,ул. Климашкина,д.17С2,"55.767149,37.568066",168.8,79000000,468009,55.767148999999996,37.568065999999995,1
Москва;район Пресненский;наб. Пресненская;д.12,район Пресненский,наб. Пресненская,д.12,"55.749511,37.537083",221.0,84000000,380090,55.749511,37.537083,1
Москва;район Раменки;Ломоносовский просп.;д.25к2,район Раменки,Ломоносовский просп.,д.25к2,"55.695195,37.530229",192.0,84900000,442187,55.695195,37.530229,1
Москва;район Раменки;Мосфильмовская ул.;д.8,район Раменки,Мосфильмовская ул.,д.8,"55.723237,37.527903",156.0,93456102,599077,55.723237,37.527903,1
Москва;район Очаково-Матвеевское;Нежинская ул.;д.1к1,район Очаково-Матвеевское,Нежинская ул.,д.1к1,"55.718973,37.478908",176.0,94530600,537105,55.718973,37.478908000000004,1
Москва;район Хамовники;ул. Ефремова;д.10С2,район Хамовники,ул. Ефремова,д.10С2,"55.726325,37.576214",115.0,119900000,1042608,55.726325,37.576214,1
Москва;район Пресненский;ул. Климашкина;д.17С2,район Пресненский,ул. Климашкина,д.17С2,"55.767149,37.568066",238.2,189000000,793450,55.767148999999996,37.568065999999995,1
Москва;район Пресненский;1-й Красногвардейский проезд;д.21с1,район Пресненский,1-й Красногвардейский проезд,д.21с1,"55.750028,37.534397",300.0,352410076,1174700,55.750028,37.534397,1
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",111.0,20908700,188366,55.668386,37.563790000000004,1
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",111.0,20908700,188366,55.668386,37.563790000000004,1
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",144.7,26700000,184519,55.848558999999995,37.419045000000004,1
Москва;район Можайский;Гвардейская ул.;д.11К2,район Можайский,Гвардейская ул.,д.11К2,"55.723993,37.421767",150.0,34900000,232666,55.72399300000001,37.421766999999996,1
Москва;район Тверской;1-я Тверская-Ямская ул.;д.36С1,район Тверской,1-я Тверская-Ямская ул.,д.36С1,"55.776183,37.586095",103.9,34900000,335899,55.776182999999996,37.586095,1
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",148.0,35250000,238175,55.80653,37.545995,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",135.0,35600000,263703,55.70409300000001,37.493156,1
Москва;район Даниловский;ул. Серпуховский Вал;д.21к1,район Даниловский,ул. Серпуховский Вал,д.21к1,"55.710809,37.610404",129.1,37900000,293570,55.710809,37.610403999999996,1
Москва;район Арбат;ул. Арбат;д.51С1,район Арбат,ул. Арбат,д.51С1,"55.747540,37.586661",116.0,39000000,336206,55.74754,37.586661,1
Москва;район Раменки;Мосфильмовская ул.;д.88к2с4,район Раменки,Мосфильмовская ул.,д.88к2с4,"55.704093,37.493156",136.0,39000000,286764,55.70409300000001,37.493156,1
Москва;район Щукино;Авиационная ул.;д.79К1,район Щукино,Авиационная ул.,д.79К1,"55.806504,37.449866",126.0,39900000,316666,55.806504000000004,37.449866,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",173.0,41000000,236994,55.665969,37.51432,1
Москва;район Щукино;ул. Маршала Соколовского;д.5,район Щукино,ул. Маршала Соколовского,д.5,"55.792766,37.487856",123.0,43000000,349593,55.792766,37.487856,1
Москва;район Щукино;ул. Маршала Бирюзова;д.31,район Щукино,ул. Маршала Бирюзова,д.31,"55.796526,37.486859",155.0,43900000,283225,55.796526,37.486859,1
Москва;район Красносельский;Милютинский пер.;д.3,район Красносельский,Милютинский пер.,д.3,"55.761573,37.631469",103.0,45000000,436893,55.761573,37.631469,1
Москва;район Обручевский;Ленинский просп.;д.103,район Обручевский,Ленинский просп.,д.103,"55.665969,37.514320",179.8,45000000,250278,55.665969,37.51432,1
Москва;район Даниловский;ул. Серпуховский Вал;д.21к4,район Даниловский,ул. Серпуховский Вал,д.21к4,"55.710692,37.607448",140.0,47000000,335714,55.710692,37.607448,1
Москва;Троицк;район Троицк;ул. Нагорная;д.5,район Троицк,ул. Нагорная,д.5,"55.492926,37.300386",39.0,6500000,166666,55.492926000000004,37.300385999999996,1
Москва;район Соколиная гора;просп. Буденного;д.51к4,район Соколиная гора,просп. Буденного,д.51к4,"55.759689,37.738477",45.6,6546000,143552,55.759689,37.738477,1
Москва;район Хорошево-Мневники;ул. Народного Ополчения,unknown,улица Народного Ополчения, 17 корпус 2,"55.774036,37.474213",29.0,6525000,225000,55.774035999999995,37.474213,1
Москва;район Северное Тушино;Туристская ул.;д.19К1,район Северное Тушино,Туристская ул.,д.19К1,"55.852263,37.421156",41.6,6500000,156250,55.852263,37.421155999999996,1
Москва;район Лосиноостровский;Нормандия ЖК,unknown,Тайнинская ул., 9 строение 2,"55.882528,37.681620",38.4,6529000,170026,55.882528,37.68162,1
Москва;район Чертаново Северное;Сумская ул.;д.6К3,район Чертаново Северное,Сумская ул.,д.6К3,"55.625328,37.605373",33.2,6500000,195783,55.625328,37.605373,1
Москва;район Нагатино-Садовники;Нагатинская ул.;д.17К1,район Нагатино-Садовники,Нагатинская ул.,д.17К1,"55.680331,37.644764",30.3,6500000,214521,55.680331,37.644764,1
Москва;район Северный;Дмитровское ш.;д.169К3,район Северный,Дмитровское ш.,д.169К3,"55.932344,37.542931",35.0,6500000,185714,55.93234399999999,37.542931,1
Москва;район Дмитровский;Лобненская ул.;д.13А,район Дмитровский,Лобненская ул.,д.13А,"55.889820,37.528950",38.1,6552828,171900,55.88981999999999,37.52895,1
Москва;район Коптево;Коптевский бул.;д.19,район Коптево,Коптевский бул.,д.19,"55.831549,37.521686",35.1,6550000,186609,55.831549,37.521685999999995,1
Москва;район Новокосино;Новокосинская ул.;д.23,район Новокосино,Новокосинская ул.,д.23,"55.741161,37.860603",36.8,6550000,177989,55.741161,37.860603000000005,1
Москва;район Чертаново Южное;Варшавское ш.;д.170Е,район Чертаново Южное,Варшавское ш.,д.170Е,"55.584399,37.579538",38.3,6623032,172879,55.584399,37.579538,1
Москва;район Восточное Дегунино;Дубнинская ул.;д.16К3,район Восточное Дегунино,Дубнинская ул.,д.16К3,"55.867551,37.568282",34.0,6600000,194117,55.867551,37.568282,1
Москва;район Западное Дегунино;Дмитровское ш.;д.71к2с4,район Западное Дегунино,Дмитровское ш.,д.71к2с4,"55.854960,37.559036",35.1,6641965,189229,55.85496,37.559036,1
Москва;район Марьино;Новомарьинская ул.;д.28,район Марьино,Новомарьинская ул.,д.28,"55.657682,37.767645",39.0,6600000,169230,55.657681999999994,37.767645,1
Москва;район Дмитровский;ул. 800-летия Москвы;д.2К2,район Дмитровский,ул. 800-летия Москвы,д.2К2,"55.875395,37.532691",32.9,6600000,200607,55.875395,37.532691,1
Москва;район Солнцево;Лучи ЖК;д.1,район Солнцево,Лучи ЖК,д.1,"55.642967,37.384981",34.6,6600000,190751,55.642967000000006,37.384980999999996,1
Москва;район Косино-Ухтомский;Лухмановская ул.;д.18,район Косино-Ухтомский,Лухмановская ул.,д.18,"55.720083,37.903048",40.0,6600000,165000,55.720082999999995,37.903048,1
Москва;район Южное Бутово;ул. Поляны,unknown,ул. Поляны, 9 строение 1,"55.553871,37.554841",40.3,6709950,166500,55.553870999999994,37.554840999999996,1
Москва;район Марьина роща;Складочная ул.;д.6С10,район Марьина роща,Складочная ул.,д.6С10,"55.802253,37.598698",36.2,6711566,185300,55.802253,37.598698,1
Москва;район Южное Тушино;Окружная ул.;д.6,район Южное Тушино,Окружная ул.,д.6,"55.844197,37.399327",36.0,6650000,184722,55.844196999999994,37.399327,1
Москва;район Головинский;Онежская ул.;д.37,район Головинский,Онежская ул.,д.37,"55.856118,37.512092",32.0,6690000,209062,55.856118,37.512091999999996,1
